Rk,Team,Wins,Losses,NPD,OPD,Rk,OLD,Rk,ORD,Rk,OVD,Rk,DPD,Rk,DLD,Rk,DRD,Rk,DVD,Rk
50,Louisiana Lafayette,8,4,0.30,2.52,34,1.85,37,2.74,34,5.51,18,2.22,75,1.93,96,2.30,65,4.46,22
51,Miami,8,4,0.29,2.46,38,2.04,25,2.58,42,4.69,84,2.16,72,1.16,39,2.47,77,4.70,37
52,Penn State,7,5,0.29,2.14,62,1.72,47,2.26,64,4.51,102,1.85,35,2.28,105,1.73,19,5.29,99
53,North Carolina,6,6,0.29,2.12,64,2.00,27,2.15,75,5.30,34,1.83,32,1.41,60,1.94,32,4.53,26
54,Rice,10,4,0.28,2.11,66,1.50,62,2.26,66,5.60,12,1.83,34,0.96,19,2.01,38,5.19,87
55,Virginia Tech,7,5,0.22,1.60,101,1.54,59,1.62,108,4.72,80,1.38,9,1.10,34,1.46,5,4.83,54
56,Texas,8,5,0.21,2.01,72,1.32,75,2.25,67,5.02,59,1.80,28,1.20,42,1.99,33,4.25,11
57,Texas Tech,7,5,0.21,2.31,53,1.33,74,2.56,44,4.52,98,2.10,65,1.57,75,2.21,53,5.12,78
58,Nebraska,8,4,0.20,2.07,68,0.95,94,2.46,54,5.63,11,1.87,36,1.27,48,1.99,34,4.67,34
59,Vanderbilt,8,4,0.20,2.25,56,1.65,52,2.47,52,5.54,16,2.06,60,1.41,59,2.22,54,5.28,97
60,Florida Atlantic,6,6,0.18,1.90,81,1.19,83,2.06,82,5.15,47,1.71,24,1.06,31,1.92,30,4.60,30
61,UTSA,7,5,0.16,2.06,70,1.24,79,2.35,60,5.29,36,1.89,39,0.88,17,2.14,47,4.75,44
62,Mississippi State,6,6,0.14,2.19,59,0.50,115,2.60,41,4.90,70,2.05,59,1.46,64,2.29,64,4.93,62
63,Minnesota,7,5,0.07,1.97,74,1.78,43,2.02,87,5.28,37,1.90,41,1.45,63,2.05,41,4.45,21
64,Georgia Tech,5,6,0.05,2.32,49,1.76,44,2.46,53,5.33,29,2.26,79,1.11,35,2.60,88,5.21,91
65,Tulane,6,6,0.04,1.67,93,0.77,101,1.86,92,4.56,94,1.64,20,0.80,11,1.84,25,4.13,8
66,San Diego State,8,4,-0.04,2.31,51,1.27,78,2.54,48,4.59,93,2.35,84,1.48,66,2.60,86,5.96,121
67,Northwestern,4,7,-0.05,1.87,86,1.24,81,2.11,79,5.00,61,1.92,43,1.66,81,2.00,37,4.85,55
68,TCU,3,8,-0.06,1.58,102,0.12,125,1.87,91,4.51,99,1.64,21,0.97,22,1.86,27,4.43,17
69,Middle Tennessee,7,5,-0.08,2.05,71,1.17,84,2.24,68,5.09,54,2.14,69,1.12,36,2.38,74,4.63,32
70,Pittsburgh,6,6,-0.09,2.10,67,2.04,26,2.12,77,4.73,79,2.19,74,1.52,70,2.36,71,4.89,56
71,Boston College,6,6,-0.14,2.16,61,1.36,71,2.35,61,5.69,8,2.30,83,2.57,114,2.24,58,5.35,100
72,UNLV,6,6,-0.15,2.35,48,1.40,70,2.56,45,5.06,57,2.50,94,1.90,94,2.60,87,5.50,108
73,Arkansas State,7,5,-0.19,2.06,69,1.65,51,2.14,76,5.17,46,2.25,78,1.64,80,2.48,78,4.70,39
74,Utah,4,7,-0.26,1.74,90,0.71,106,2.03,86,4.69,82,2.00,53,0.97,21,2.32,68,5.07,73
75,Florida,4,7,-0.26,1.68,92,1.64,54,1.69,104,4.44,105,1.95,47,1.32,55,2.16,49,4.69,36
76,Indiana,4,7,-0.26,2.74,26,1.95,31,2.90,29,5.45,22,3.01,112,2.17,104,3.22,114,5.28,98
77,SMU,4,7,-0.28,1.96,75,1.47,65,2.22,70,5.17,45,2.25,76,0.74,7,2.50,80,5.45,105
78,Maryland,6,6,-0.29,1.66,94,1.24,80,1.76,99,4.07,113,1.95,48,1.00,26,2.22,55,5.15,80
79,San Jose State,5,6,-0.39,2.67,28,2.57,11,2.70,37,4.86,73,3.06,113,2.32,107,3.21,111,5.62,113
80,Syracuse,6,6,-0.39,1.61,98,1.17,87,1.72,101,5.15,48,2.00,52,1.88,91,2.03,39,5.20,88
81,Central Michigan,5,6,-0.43,1.93,77,1.65,53,1.98,90,4.69,83,2.36,86,1.90,93,2.51,82,4.91,58
82,Wyoming,4,7,-0.43,2.31,50,2.09,23,2.39,57,6.09,3,2.74,103,1.71,85,2.96,104,5.42,102
83,Ohio,6,6,-0.46,1.91,78,1.00,90,2.11,78,4.36,108,2.37,88,1.19,41,2.73,94,4.92,61
84,Washington State,5,7,-0.51,1.88,85,0.91,96,2.16,73,4.60,92,2.39,90,1.63,78,2.62,89,4.61,31
85,Illinois,3,8,-0.53,2.29,55,0.74,103,2.75,33,4.96,64,2.82,105,1.96,99,3.02,107,5.53,109
86,Texas State,5,6,-0.54,1.60,99,0.33,120,1.81,95,4.67,87,2.14,71,1.31,54,2.49,79,5.05,70
87,Troy,5,6,-0.55,2.39,40,1.33,73,2.75,32,4.89,72,2.95,110,1.30,52,3.44,119,5.24,95
88,Louisiana Tech,3,8,-0.59,1.43,110,1.52,60,1.40,113,4.13,111,2.02,54,1.33,57,2.25,61,4.79,51
89,Wake Forest,3,8,-0.59,1.37,113,0.67,109,1.58,109,5.87,4,1.96,50,0.80,12,2.33,69,4.39,15
90,Temple,2,9,-0.64,1.88,83,2.11,21,1.80,96,4.83,75,2.53,96,1.82,89,2.79,97,4.70,40
91,Tulsa,3,9,-0.66,1.47,108,0.42,117,1.76,100,3.93,117,2.14,67,1.52,69,2.27,62,4.74,42
92,Memphis,2,9,-0.67,1.43,109,0.57,111,1.67,105,3.93,118,2.10,64,1.61,77,2.31,66,5.49,107
93,Iowa State,3,8,-0.68,1.60,100,2.00,28,1.49,110,4.97,63,2.28,81,1.32,56,2.59,84,5.14,79
94,Hawaii,1,11,-0.70,1.72,91,0.69,107,2.04,85,5.12,52,2.42,91,1.45,62,2.64,92,5.45,106
95,Rutgers,5,7,-0.70,1.91,79,0.58,110,2.20,72,4.23,109,2.61,97,1.54,71,2.97,105,5.06,72
96,Nevada,3,8,-0.70,2.30,54,1.72,46,2.39,56,5.12,51,3.00,111,1.71,86,3.32,116,5.08,75
97,Connecticut,3,8,-0.71,1.48,107,0.55,112,1.78,98,4.67,88,2.19,73,0.59,3,2.53,83,4.49,24
98,Akron,4,7,-0.72,1.53,105,0.93,95,1.71,102,4.51,100,2.25,77,2.74,117,2.17,52,5.22,92
99,West Virginia,3,8,-0.74,1.63,95,1.17,85,1.82,93,4.83,74,2.37,87,1.27,47,2.63,91,4.81,53
100,Louisiana Monroe,5,6,-0.74,1.53,104,1.31,76,1.65,107,4.66,89,2.28,80,1.89,92,2.38,75,5.07,74
101,Arkansas,2,9,-0.81,1.91,80,1.50,64,2.09,81,4.91,68,2.72,101,1.67,84,3.06,109,5.02,69
102,Kent State,3,8,-0.88,1.77,89,0.71,105,2.04,83,4.68,85,2.64,100,2.68,116,2.63,90,5.22,93
103,Tennessee,4,7,-0.94,1.54,103,1.00,91,1.67,106,4.63,91,2.48,93,1.84,90,2.77,96,5.43,103
104,North Carolina State,2,9,-0.94,1.41,111,1.14,88,1.49,111,3.97,115,2.35,85,1.29,50,2.59,85,5.63,115
105,Army,2,9,-0.97,2.17,60,1.35,72,2.37,59,5.76,5,3.14,117,2.67,115,3.21,113,5.56,111
106,Virginia,1,10,-1.24,1.15,117,0.77,102,1.28,118,4.11,112,2.39,89,2.44,111,2.38,73,5.17,85
107,South Florida,2,9,-1.25,0.79,124,0.15,124,1.08,121,3.25,122,2.03,56,1.67,82,2.14,48,4.75,45
108,New Mexico,3,9,-1.27,2.61,31,0.48,116,3.05,22,5.68,9,3.88,123,3.36,120,4.02,124,6.61,125
109,Kentucky,1,10,-1.31,1.63,96,0.81,100,1.81,94,4.54,96,2.94,109,3.45,122,2.82,98,5.20,90
110,Kansas,2,9,-1.40,0.89,122,0.52,114,1.00,123,2.96,124,2.29,82,1.00,27,2.66,93,5.02,68
111,Colorado,2,8,-1.44,1.62,97,0.91,97,1.79,97,4.71,81,3.07,114,1.55,73,3.36,117,5.16,83
112,Western Michigan,1,10,-1.47,1.16,116,0.54,113,1.41,112,4.04,114,2.63,99,1.50,68,2.84,99,5.56,110
113,UAB,1,10,-1.62,1.88,82,1.17,86,2.01,89,4.91,67,3.50,121,2.37,109,3.72,122,5.75,118
114,New Mexico State,1,10,-1.66,1.48,106,2.00,29,1.33,116,5.42,26,3.14,118,2.88,118,3.21,112,5.18,86
115,Georgia State,0,9,-1.67,1.40,112,0.72,104,1.69,103,5.00,62,3.07,115,2.38,110,3.20,110,5.08,76
116,Massachusetts,1,10,-1.75,1.01,120,1.00,92,1.01,122,3.04,123,2.76,104,2.32,106,2.85,100,5.20,89
117,UTEP,2,10,-1.78,1.84,87,0.84,98,2.09,80,4.67,86,3.62,122,3.95,124,3.55,120,5.98,122
118,Air Force,1,10,-1.82,2.25,57,1.43,68,2.38,58,5.53,17,4.08,125,3.43,121,4.18,125,5.91,119
119,Southern Mississippi,1,11,-1.85,1.08,119,0.23,123,1.32,117,3.52,121,2.93,108,1.07,32,3.43,118,5.59,112
120,California,0,11,-1.90,1.35,114,1.29,77,1.38,114,4.23,110,3.25,119,3.00,119,3.31,115,5.74,117
121,Idaho,1,10,-1.97,1.11,118,0.23,122,1.37,115,3.91,119,3.09,116,3.58,123,2.96,103,6.13,123
122,Florida International,1,10,-2.03,0.81,123,0.37,119,0.89,124,2.94,125,2.84,106,2.05,103,3.00,106,5.43,104
123,Miami (OH),0,12,-2.14,0.70,125,0.40,118,0.77,125,3.60,120,2.84,107,1.96,100,3.04,108,4.92,60
124,Purdue,0,11,-2.44,0.98,121,0.28,121,1.19,119,4.38,107,3.42,120,2.37,108,3.67,121,6.22,124
125,Eastern Michigan,1,10,-2.71,1.30,115,1.85,38,1.13,120,3.97,116,4.02,124,4.22,125,3.98,123,5.95,120
