Rk,Team,Wins,Losses,NPD,OPD,Rk,OLD,Rk,ORD,Rk,OVD,Rk,DPD,Rk,DLD,Rk,DRD,Rk,DVD,Rk
36,Texas A&M,8,4,0.49,2.10,63,1.08,83,2.43,45,5.43,17,1.60,18,0.79,14,1.78,22,4.26,18
37,Maryland,8,4,0.49,2.25,49,1.14,78,2.45,44,5.37,26,1.76,31,0.90,25,2.00,34,4.29,19
38,Southern Mississippi,7,5,0.48,2.64,22,0.80,97,3.03,15,4.82,67,2.16,63,1.16,38,2.45,73,5.44,100
39,BYU,7,6,0.47,2.25,47,1.89,32,2.31,58,4.41,96,1.79,33,1.37,59,1.91,26,4.78,52
40,Temple,7,4,0.46,2.02,69,1.43,59,2.15,73,4.92,57,1.56,14,1.25,43,1.67,16,4.48,28
41,Illinois,6,6,0.45,2.46,35,1.69,43,2.66,31,5.41,20,2.01,54,0.74,12,2.26,60,5.13,79
42,Louisville,6,6,0.43,2.25,48,1.24,71,2.55,38,4.95,52,1.83,36,1.03,34,2.11,48,5.06,71
43,Kansas State,6,6,0.41,2.63,24,1.88,33,2.80,24,5.70,3,2.22,69,1.07,37,2.53,81,4.90,60
44,Western Michigan,5,6,0.41,2.27,45,2.00,27,2.32,57,4.94,54,1.86,38,0.94,28,2.16,52,4.12,10
45,Troy,8,5,0.36,2.38,37,1.93,30,2.48,41,5.68,5,2.02,56,1.25,44,2.24,57,5.28,89
46,SMU,7,7,0.32,2.31,42,2.09,19,2.37,52,5.29,30,1.99,52,1.61,73,2.08,44,4.53,34
47,Ohio,7,5,0.28,2.31,41,1.11,81,2.66,30,5.61,9,2.03,57,1.92,88,2.06,43,4.73,48
48,Florida,7,5,0.21,1.97,73,1.28,66,2.20,67,4.03,111,1.76,29,0.35,2,2.00,33,5.10,75
49,Clemson,5,7,0.15,1.69,90,0.50,114,1.97,84,4.05,109,1.54,13,1.73,81,1.48,7,4.53,33
50,Army,6,6,0.15,2.48,33,1.06,84,2.70,29,4.62,82,2.33,77,3.11,119,2.10,47,5.29,90
51,North Carolina,7,5,0.14,2.07,65,1.81,36,2.16,72,4.91,58,1.93,47,1.50,69,2.02,37,4.51,30
52,Arizona,6,6,0.13,2.19,53,1.74,40,2.33,55,4.19,105,2.05,59,1.79,85,2.11,49,4.56,37
53,Toledo,8,5,0.10,2.05,67,1.69,44,2.14,74,4.94,55,1.95,48,0.68,10,2.26,59,4.61,41
54,Florida International,7,6,0.08,2.13,60,2.00,28,2.16,71,5.00,48,2.05,58,1.24,42,2.26,61,5.53,107
55,Kentucky,5,7,0.08,2.53,31,2.68,5,2.50,39,5.37,25,2.45,86,1.43,62,2.66,90,5.14,80
56,South Florida,7,5,0.07,1.69,88,1.50,57,1.75,100,4.65,80,1.63,20,0.54,5,1.89,25,3.75,3
57,Arizona State,4,6,0.02,1.93,76,1.67,48,2.01,80,4.33,98,1.91,42,0.81,17,2.21,54,4.33,23
58,Georgia Tech,5,7,0.00,2.17,55,1.64,49,2.30,60,4.83,66,2.17,66,1.65,75,2.29,62,4.45,27
59,Miami,6,6,-0.02,1.71,87,1.26,68,1.87,91,4.52,87,1.73,26,0.85,21,1.98,32,4.33,24
60,Penn State,6,6,-0.03,1.93,75,1.91,31,1.94,87,4.56,86,1.96,51,0.84,20,2.24,56,5.33,96
61,Arkansas State,4,8,-0.03,2.32,40,1.21,74,2.63,35,4.80,68,2.35,80,1.04,35,2.61,87,5.17,82
62,Houston,4,7,-0.04,2.58,26,1.76,39,2.84,22,4.91,59,2.62,97,2.71,113,2.60,85,5.02,68
63,Texas Tech,7,5,-0.05,2.27,44,2.03,24,2.33,56,5.28,31,2.32,76,1.28,48,2.59,84,5.19,85
64,Fresno State,7,5,-0.06,2.21,52,0.63,109,2.47,42,4.91,61,2.28,72,1.55,70,2.50,76,5.48,106
65,Miami (OH),10,4,-0.08,1.68,91,1.21,75,1.81,96,4.26,102,1.76,30,2.43,106,1.64,12,4.57,39
66,Boston College,6,6,-0.10,1.30,113,0.74,104,1.49,110,3.77,115,1.40,9,0.73,11,1.59,11,3.97,5
67,Tennessee,5,7,-0.14,1.97,72,1.00,87,2.18,68,5.28,32,2.11,60,1.00,33,2.33,64,4.81,54
68,Syracuse,6,5,-0.14,1.63,97,0.90,92,1.87,92,4.71,75,1.76,32,0.64,8,2.02,38,4.85,56
69,Connecticut,7,5,-0.19,1.56,102,0.67,108,1.74,102,3.67,118,1.74,27,1.38,60,1.86,24,4.25,17
70,Baylor,6,6,-0.20,2.39,36,2.27,13,2.42,47,4.72,73,2.59,95,2.82,117,2.54,83,5.04,69
71,Texas,5,7,-0.22,1.62,98,0.29,117,2.04,77,4.08,108,1.84,37,1.32,52,2.00,35,5.00,64
72,Michigan,6,6,-0.26,2.64,23,2.13,17,2.79,26,4.84,65,2.90,106,2.75,114,2.92,105,5.14,81
73,Mississippi,4,7,-0.28,2.06,66,1.03,86,2.39,49,5.39,22,2.35,79,2.36,102,2.35,66,5.43,99
74,Oregon State,5,7,-0.29,2.09,64,1.56,55,2.17,69,5.26,35,2.37,81,1.29,49,2.78,98,5.07,73
75,UAB,4,8,-0.30,2.16,56,1.60,51,2.31,59,4.61,84,2.46,89,1.47,65,2.73,94,4.92,61
76,California,4,7,-0.30,1.65,93,0.74,105,1.85,93,4.48,88,1.96,50,1.79,86,2.01,36,5.53,108
77,Idaho,5,7,-0.34,1.94,74,1.69,45,2.03,78,4.67,79,2.27,71,1.67,77,2.41,72,4.20,14
78,UTEP,5,7,-0.34,2.23,50,2.09,20,2.27,63,5.60,10,2.58,93,0.92,26,3.01,106,5.12,78
79,Middle Tennessee,5,7,-0.34,1.59,100,0.77,101,1.73,103,4.98,51,1.93,46,1.57,72,2.04,41,4.31,21
80,Kent State,4,7,-0.42,1.37,111,0.68,107,1.54,108,3.52,119,1.79,35,0.79,15,2.14,51,4.76,49
81,Cincinnati,3,8,-0.42,2.16,58,1.28,67,2.42,46,4.88,63,2.58,94,1.91,87,2.73,93,5.00,65
82,Northwestern,6,6,-0.43,2.05,68,1.14,79,2.22,66,4.61,83,2.49,91,2.40,104,2.52,79,5.57,113
83,Colorado,5,7,-0.46,2.13,61,1.12,80,2.38,51,5.70,4,2.59,96,2.39,103,2.64,88,5.02,67
84,Central Michigan,2,9,-0.47,1.73,84,1.31,65,1.84,94,4.27,101,2.20,67,1.26,45,2.36,67,4.88,58
85,Washington,7,6,-0.50,1.83,81,0.89,94,2.04,75,4.04,110,2.34,78,1.29,50,2.54,82,5.24,88
86,Louisiana Tech,4,7,-0.51,1.98,71,1.04,85,2.17,70,4.70,76,2.49,92,2.48,107,2.49,75,5.02,66
87,East Carolina,6,7,-0.57,2.78,18,2.05,23,2.90,19,5.42,18,3.35,118,1.97,89,3.69,118,5.66,114
88,North Texas,3,9,-0.62,1.84,80,1.60,52,1.90,89,4.98,50,2.46,87,1.36,57,2.74,96,4.85,57
89,Marshall,5,7,-0.63,1.53,104,0.74,103,1.93,88,5.03,47,2.16,64,2.26,98,2.14,50,4.65,42
90,UCLA,4,8,-0.70,1.61,99,0.87,96,1.83,95,4.78,69,2.31,74,2.00,90,2.40,70,4.84,55
91,Louisiana Monroe,4,7,-0.70,1.69,89,0.63,110,1.98,82,4.85,64,2.39,83,1.72,80,2.51,77,4.79,53
92,Rutgers,3,8,-0.72,1.44,107,0.95,89,1.53,109,4.58,85,2.16,62,1.43,63,2.37,69,4.67,44
93,Indiana,4,7,-0.73,2.23,51,1.58,54,2.40,48,5.15,41,2.97,109,3.25,120,2.91,103,5.47,104
94,Iowa State,4,7,-0.79,1.66,92,1.22,73,1.77,99,4.24,103,2.45,85,1.78,83,2.61,86,5.30,92
95,Florida Atlantic,4,8,-0.82,1.40,108,0.80,99,1.58,107,4.78,70,2.23,70,1.48,67,2.41,71,4.18,12
96,Ball State,3,7,-0.85,1.63,96,0.80,98,1.81,97,4.46,92,2.48,90,2.35,100,2.52,78,5.19,84
97,Tulane,3,8,-0.87,1.88,78,1.26,70,2.04,76,4.43,94,2.74,102,0.81,18,3.21,111,5.56,112
98,Purdue,3,8,-0.87,1.44,106,1.48,58,1.44,111,4.62,81,2.31,75,0.78,13,2.73,95,4.56,38
99,Western Kentucky,2,10,-0.89,1.76,83,0.57,112,2.01,81,4.13,106,2.65,98,2.13,94,2.76,97,5.98,119
100,Minnesota,3,8,-0.90,1.92,77,0.68,106,2.27,62,4.68,78,2.82,105,2.56,109,2.86,101,5.48,105
101,Utah State,3,8,-1.00,1.72,86,1.23,72,1.89,90,5.30,28,2.72,100,1.56,71,2.92,104,5.22,87
102,Rice,4,8,-1.00,2.14,59,1.68,46,2.25,64,4.89,62,3.14,113,2.11,93,3.43,115,5.44,103
103,Virginia,2,8,-1.01,1.79,82,1.37,63,1.95,85,4.32,99,2.79,104,2.83,118,2.78,99,5.56,111
104,Louisiana Lafayette,3,9,-1.08,1.64,95,1.37,62,1.74,101,5.42,19,2.72,101,2.35,101,2.79,100,5.35,98
105,Duke,2,9,-1.08,1.86,79,1.17,77,2.02,79,4.45,93,2.94,107,2.26,97,3.22,112,5.31,93
106,Bowling Green,2,10,-1.08,1.38,110,0.50,115,1.60,104,4.28,100,2.46,88,1.35,55,2.70,92,5.06,70
107,Wyoming,2,9,-1.12,1.65,94,0.35,116,1.94,86,4.13,107,2.77,103,2.06,92,2.90,102,5.44,101
108,Vanderbilt,2,10,-1.22,1.18,115,1.11,82,1.20,116,4.42,95,2.40,84,2.57,110,2.36,68,5.53,109
109,Buffalo,1,10,-1.25,0.95,120,0.92,91,0.96,120,3.68,117,2.20,68,0.81,19,2.47,74,4.95,63
110,Kansas,3,8,-1.48,1.49,105,1.19,76,1.58,106,4.47,91,2.97,110,2.50,108,3.04,107,5.74,115
111,Wake Forest,2,9,-1.50,1.58,101,2.36,11,1.38,113,4.92,56,3.07,111,2.43,105,3.17,109,5.20,86
112,Akron,1,10,-1.60,1.07,117,0.90,93,1.12,119,3.46,120,2.67,99,2.67,112,2.67,91,5.10,76
113,Colorado State,3,9,-1.63,1.32,112,0.76,102,1.42,112,3.92,113,2.95,108,2.24,96,3.09,108,5.89,117
114,San Jose State,0,11,-1.72,1.40,109,0.54,113,1.60,105,4.00,112,3.11,112,2.75,115,3.18,110,5.30,91
115,Washington State,1,10,-1.73,1.53,103,0.11,119,1.98,83,5.07,45,3.27,116,2.79,116,3.43,114,5.87,116
116,Eastern Michigan,2,10,-1.84,1.73,85,1.31,64,1.78,98,5.46,15,3.56,119,2.33,99,3.85,120,5.94,118
117,New Mexico State,2,10,-2.13,1.04,118,0.63,111,1.15,117,3.72,116,3.17,114,2.00,91,3.48,116,5.54,110
118,New Mexico,1,11,-2.18,1.11,116,0.00,120,1.34,115,4.95,53,3.28,117,1.79,84,3.54,117,5.32,94
119,Memphis,1,11,-2.24,0.95,119,0.28,118,1.12,118,3.82,114,3.19,115,2.17,95,3.43,113,5.44,102
120,UNLV,2,11,-2.33,1.26,114,0.93,90,1.35,114,5.33,27,3.58,120,2.63,111,3.73,119,5.35,97
