Rk,Team,Wins,Losses,NPD,OPD,Rk,OLD,Rk,ORD,Rk,OVD,Rk,DPD,Rk,DLD,Rk,DRD,Rk,DVD,Rk
20,West Virginia,9,3,0.74,2.60,26,2.26,13,2.68,30,5.25,25,1.85,44,0.96,32,2.03,46,4.55,39
21,Notre Dame,8,5,0.73,2.29,40,1.81,36,2.47,40,5.00,46,1.56,20,0.97,33,1.73,24,4.71,53
22,South Carolina,10,2,0.71,2.18,47,0.54,110,2.58,36,5.21,30,1.47,13,0.75,16,1.59,14,4.33,23
23,Toledo,8,4,0.68,2.87,13,2.28,12,3.02,13,5.31,20,2.19,69,1.00,36,2.38,69,5.15,85
24,Northern Illinois,10,3,0.68,2.94,10,2.19,17,3.11,11,5.38,13,2.26,73,1.76,81,2.36,68,5.15,84
25,Arkansas State,9,3,0.67,2.21,45,1.90,34,2.29,50,4.45,88,1.54,19,0.28,2,1.80,28,3.95,8
26,Cincinnati,9,3,0.66,2.15,50,1.10,84,2.44,41,4.80,62,1.50,15,1.03,37,1.66,19,4.19,16
27,Virginia Tech,10,3,0.59,2.23,43,2.26,14,2.22,58,4.80,61,1.64,27,2.82,113,1.42,7,4.08,12
28,Western Michigan,6,6,0.59,2.79,16,1.88,35,2.98,15,5.09,37,2.19,70,2.32,101,2.16,52,4.40,28
29,Ohio,9,4,0.56,2.41,32,1.69,44,2.63,34,4.77,64,1.84,43,1.25,50,2.03,45,4.67,45
30,Tulsa,8,5,0.55,2.48,30,1.21,79,2.86,21,5.02,45,1.93,52,0.32,3,2.20,56,4.71,54
31,Utah State,6,6,0.54,2.65,23,1.92,32,2.92,19,5.36,16,2.11,63,1.15,45,2.33,66,4.71,52
32,Central Florida,4,7,0.54,2.10,54,1.93,30,2.12,63,3.91,113,1.56,21,0.90,27,1.80,29,3.88,6
33,BYU,9,3,0.53,2.22,44,1.91,33,2.29,52,4.39,90,1.69,31,1.03,38,1.93,38,4.52,35
34,Florida International,8,5,0.50,1.91,67,1.46,63,2.05,69,4.38,92,1.41,8,1.41,60,1.41,6,4.19,15
35,Louisiana Tech,7,5,0.47,1.90,70,2.09,21,1.85,86,4.67,74,1.43,11,1.00,34,1.61,15,5.42,105
36,Missouri,7,5,0.46,2.35,35,2.37,11,2.35,48,5.04,43,1.89,47,1.55,68,1.95,39,4.57,40
37,Georgia Tech,7,5,0.44,2.78,17,3.03,5,2.70,28,5.34,18,2.34,81,0.72,13,2.62,88,4.70,48
38,Nebraska,8,4,0.43,2.43,31,1.55,52,2.59,35,5.63,6,2.00,56,0.85,23,2.39,70,4.88,70
39,Nevada,7,6,0.40,2.34,37,2.19,16,2.40,44,4.69,70,1.95,53,1.70,77,2.01,44,5.51,109
40,Rutgers,8,4,0.38,1.79,79,0.93,92,1.99,72,4.23,99,1.42,9,1.11,44,1.51,10,3.65,2
41,Texas,8,5,0.37,1.96,64,1.60,47,2.05,70,4.84,56,1.59,24,1.43,62,1.62,16,4.73,55
42,Vanderbilt,5,7,0.37,1.91,68,2.06,25,1.86,84,4.80,60,1.54,18,2.06,94,1.36,4,4.82,65
43,Ohio State,6,7,0.37,2.07,57,0.33,115,2.36,47,5.24,27,1.70,33,0.53,8,2.23,60,4.80,63
44,Air Force,5,6,0.35,2.92,11,0.89,95,3.36,8,5.09,36,2.56,91,1.17,47,2.95,105,4.78,60
45,Kansas State,9,3,0.34,2.66,21,2.10,19,2.76,24,5.63,7,2.33,78,1.50,65,2.45,76,5.27,94
46,Utah,7,5,0.32,1.75,82,1.27,75,1.88,83,3.74,116,1.43,12,0.83,20,1.67,20,3.92,7
47,Clemson,9,4,0.32,2.50,29,1.53,54,2.75,26,5.08,39,2.18,68,0.84,22,2.53,80,5.17,87
48,Baylor,9,3,0.31,3.41,7,4.52,1,3.22,10,5.33,19,3.10,113,2.33,102,3.23,113,5.35,101
49,Miami,5,6,0.30,2.21,46,1.22,77,2.68,29,4.69,71,1.90,49,1.88,86,1.91,36,4.25,18
50,San Diego State,7,5,0.27,2.34,38,2.08,23,2.39,45,4.75,66,2.07,60,1.66,76,2.18,55,5.08,78
51,Iowa,6,6,0.19,2.34,36,1.00,88,2.64,32,5.49,10,2.15,64,1.26,52,2.43,74,4.26,19
52,South Florida,4,7,0.17,1.82,77,1.47,60,1.94,78,4.67,75,1.65,29,1.34,56,1.74,25,4.25,17
53,Mississippi State,6,6,0.16,1.65,92,1.31,72,1.75,96,4.62,78,1.50,14,0.81,19,1.70,21,4.16,14
54,North Carolina State,6,5,0.15,2.01,62,1.00,89,2.28,53,4.81,59,1.86,45,0.59,11,2.18,54,4.76,59
55,Florida,6,6,0.15,1.78,80,0.97,90,2.05,68,4.31,96,1.64,26,0.93,29,1.85,32,4.00,11
56,Northwestern,5,7,0.11,2.55,27,1.69,45,2.81,23,5.09,33,2.44,87,1.75,79,2.60,84,4.78,61
57,Arizona State,5,7,0.11,2.29,41,1.15,82,2.63,33,4.58,80,2.18,67,1.59,71,2.33,65,4.59,41
58,SMU,7,5,0.10,2.07,58,1.42,64,2.24,57,5.17,31,1.96,54,0.42,6,2.31,64,3.76,4
59,California,6,6,0.06,2.16,49,1.78,40,2.29,51,4.70,68,2.10,62,1.33,55,2.26,61,4.90,71
60,Penn State,8,4,0.06,1.43,108,0.83,96,1.64,102,4.06,111,1.37,7,1.19,48,1.41,5,4.39,27
61,Louisville,6,6,0.01,1.73,85,1.36,70,1.83,88,4.59,79,1.72,36,0.52,7,2.12,49,4.71,51
62,North Carolina,6,6,-0.01,2.06,59,1.17,81,2.31,49,5.24,26,2.07,61,1.57,69,2.20,57,4.68,47
63,Western Kentucky,7,4,-0.03,1.85,74,1.65,46,1.90,82,4.68,73,1.88,46,1.03,39,2.15,50,4.71,50
64,Illinois,6,6,-0.06,1.51,103,0.72,102,1.81,90,4.89,52,1.57,22,0.89,24,1.72,22,3.67,3
65,Pittsburgh,5,7,-0.07,1.64,93,0.82,98,1.97,73,4.57,82,1.70,34,1.38,58,1.80,27,4.80,62
66,Navy,4,7,-0.08,2.70,19,1.25,76,2.97,17,4.85,55,2.78,102,2.00,92,2.95,107,5.33,98
67,Virginia,7,5,-0.09,1.75,83,1.07,86,1.92,79,4.70,69,1.83,42,1.84,84,1.83,31,4.55,38
68,Hawaii,5,7,-0.11,2.16,48,1.33,71,2.38,46,5.00,47,2.26,72,1.81,83,2.39,71,5.42,104
69,Louisiana Monroe,3,8,-0.12,1.88,71,0.82,99,2.18,60,4.54,84,2.00,57,0.77,17,2.26,62,4.42,30
70,Louisiana Lafayette,8,4,-0.14,2.03,61,0.93,94,2.42,42,5.06,40,2.17,65,0.84,21,2.49,77,4.82,66
71,Washington,6,6,-0.15,2.82,15,1.48,59,3.08,12,5.76,4,2.98,110,2.21,97,3.16,111,5.36,102
72,Miami (OH),4,8,-0.19,1.71,87,1.21,78,1.85,85,4.76,65,1.90,48,1.06,43,2.21,58,4.82,64
73,Tennessee,4,7,-0.20,1.71,88,1.80,39,1.68,100,4.58,81,1.91,51,1.43,63,1.98,41,4.41,29
74,East Carolina,5,7,-0.20,2.15,51,1.58,50,2.27,54,4.95,49,2.36,83,0.80,18,2.74,96,4.60,42
75,Bowling Green,4,7,-0.27,1.91,69,1.38,67,2.03,71,4.16,104,2.17,66,1.92,88,2.23,59,4.76,58
76,Connecticut,4,7,-0.30,1.42,109,0.94,91,1.55,106,4.11,107,1.72,35,1.65,73,1.74,26,5.32,96
77,Wake Forest,5,7,-0.33,1.96,65,1.06,87,2.26,56,5.16,32,2.29,75,1.91,87,2.36,67,5.08,77
78,UTEP,4,7,-0.36,2.06,60,1.28,74,2.20,59,4.30,98,2.42,86,3.52,119,2.15,51,5.17,88
79,San Jose State,5,7,-0.44,1.83,76,1.30,73,1.97,75,4.43,89,2.27,74,2.29,100,2.27,63,4.83,67
80,Purdue,6,6,-0.46,1.87,72,1.71,43,1.91,80,4.14,105,2.34,79,2.00,90,2.44,75,5.41,103
81,Washington State,3,8,-0.47,2.10,55,2.17,18,2.08,66,5.09,34,2.57,93,2.37,104,2.60,85,5.25,93
82,Marshall,7,6,-0.47,1.59,97,0.57,107,1.84,87,4.16,103,2.06,58,2.00,89,2.07,48,5.12,80
83,Auburn,7,5,-0.51,1.86,73,1.52,56,1.94,77,4.83,57,2.37,84,1.37,57,2.68,92,5.47,108
84,Texas Tech,4,7,-0.52,2.65,24,2.20,15,2.73,27,5.29,23,3.17,114,2.27,99,3.41,116,5.55,112
85,Syracuse,4,7,-0.54,1.82,78,0.68,104,2.14,62,4.88,53,2.36,82,1.05,42,2.58,82,4.55,37
86,Eastern Michigan,4,6,-0.57,1.68,91,1.50,57,1.71,98,4.65,76,2.25,71,1.84,85,2.41,72,5.00,74
87,Kent State,4,7,-0.60,1.10,115,0.60,106,1.27,115,4.50,85,1.70,32,1.58,70,1.73,23,3.97,9
88,Boston College,3,8,-0.62,1.35,110,0.50,111,1.50,110,3.68,118,1.97,55,0.54,9,2.57,81,4.49,34
89,Fresno State,3,9,-0.63,2.09,56,1.36,69,2.27,55,5.29,22,2.73,101,2.47,106,2.82,97,5.54,111
90,Arizona,3,8,-0.63,2.36,33,1.80,38,2.51,39,4.94,50,2.99,112,3.06,116,2.98,108,5.05,75
91,Duke,3,8,-0.65,1.92,66,0.78,101,2.12,64,4.63,77,2.57,92,2.91,115,2.43,73,5.62,114
92,Ball State,6,6,-0.67,2.14,52,2.55,8,2.07,67,4.80,63,2.81,105,3.21,118,2.67,90,5.33,99
93,Wyoming,6,5,-0.67,1.72,86,0.93,93,1.97,74,4.81,58,2.39,85,2.00,91,2.51,79,4.62,43
94,Iowa State,5,7,-0.69,1.61,95,1.36,68,1.65,101,3.98,112,2.29,76,1.41,61,2.50,78,4.45,31
95,Kentucky,4,7,-0.69,1.12,113,0.83,97,1.20,117,4.45,87,1.81,39,1.04,40,2.00,43,4.71,49
96,UCLA,6,8,-0.74,1.99,63,1.42,66,2.10,65,4.55,83,2.72,99,2.17,95,2.87,100,5.35,100
97,North Texas,5,7,-0.80,1.54,101,0.56,108,1.77,95,4.22,100,2.34,80,1.59,72,2.62,86,5.24,92
98,Troy,3,9,-0.82,1.50,104,0.46,113,1.74,97,4.20,101,2.32,77,1.53,67,2.59,83,4.85,68
99,New Mexico State,4,9,-0.88,1.84,75,1.59,48,1.91,81,5.09,35,2.72,100,2.84,114,2.70,93,5.15,83
100,Rice,4,8,-0.89,1.57,98,1.47,61,1.59,104,5.08,38,2.46,89,1.45,64,2.73,95,5.27,95
101,Oregon State,3,8,-1.02,1.63,94,1.08,85,1.78,94,4.36,95,2.65,96,1.77,82,2.95,106,5.83,118
102,Colorado State,2,9,-1.02,1.56,99,1.48,58,1.58,105,3.80,115,2.58,94,2.06,93,2.67,89,5.13,81
103,Central Michigan,2,9,-1.07,1.78,81,1.74,41,1.79,93,4.75,67,2.84,106,2.48,108,2.94,103,5.16,86
104,Buffalo,2,9,-1.07,1.60,96,1.52,55,1.62,103,4.37,94,2.67,98,1.41,59,2.88,101,5.61,113
105,Middle Tennessee,2,10,-1.12,1.55,100,2.09,22,1.45,111,3.64,119,2.67,97,2.55,110,2.71,94,6.43,120
106,Army,2,9,-1.22,1.74,84,1.57,51,1.79,92,4.47,86,2.96,109,2.18,96,3.17,112,5.44,107
107,UAB,3,9,-1.29,1.70,89,0.82,100,1.95,76,4.13,106,2.98,111,2.48,107,3.09,109,4.35,24
108,Maryland,1,10,-1.36,1.45,107,1.13,83,1.51,108,3.88,114,2.80,104,2.54,109,2.87,99,5.20,89
109,Minnesota,3,8,-1.41,1.49,105,1.42,65,1.51,109,4.07,109,2.89,107,2.63,111,2.94,104,5.73,117
110,Idaho,1,10,-1.42,1.02,117,0.33,116,1.36,114,4.17,102,2.44,88,0.89,25,2.68,91,5.14,82
111,Mississippi,1,10,-1.50,1.03,116,0.36,114,1.18,118,5.23,29,2.54,90,2.27,98,2.62,87,4.93,72
112,Colorado,3,10,-1.51,1.68,90,1.17,80,1.82,89,5.00,48,3.19,115,2.46,105,3.38,114,5.68,116
113,Florida Atlantic,1,11,-1.52,1.11,114,0.11,119,1.37,113,5.23,28,2.63,95,1.24,49,2.85,98,4.68,46
114,Tulane,1,11,-1.64,1.27,111,0.70,103,1.37,112,4.06,110,2.92,108,1.72,78,3.11,110,5.87,119
115,Indiana,0,11,-1.81,1.48,106,0.64,105,1.79,91,4.38,93,3.29,117,2.67,112,3.40,115,5.43,106
116,Memphis,1,10,-1.86,0.94,118,0.00,120,1.26,116,4.09,108,2.80,103,2.36,103,2.91,102,5.05,76
117,UNLV,2,9,-2.10,1.21,112,0.12,118,1.53,107,4.31,97,3.31,118,1.25,51,3.68,118,5.12,79
118,Kansas,1,10,-2.30,1.52,102,0.56,109,1.70,99,4.85,54,3.82,120,3.76,120,3.84,119,5.66,115
119,Akron,0,11,-2.53,0.73,120,0.18,117,0.93,119,3.71,117,3.25,116,1.50,66,3.59,117,5.21,90
120,New Mexico,1,10,-3.00,0.80,119,0.50,112,0.92,120,3.43,120,3.79,119,3.15,117,3.96,120,4.98,73
