Rk,Team,Wins,Losses,NPD,OPD,Rk,OLD,Rk,ORD,Rk,OVD,Rk,DPD,Rk,DLD,Rk,DRD,Rk,DVD,Rk
52,North Carolina State,6,6,0.18,2.08,72,2.79,6,1.84,101,4.21,120,1.90,40,1.80,76,1.92,27,4.63,30
53,TCU,5,7,0.17,2.14,68,2.00,37,2.19,79,5.08,64,1.97,45,1.32,35,2.19,52,4.96,51
54,Miami (OH),6,6,0.17,2.02,79,1.48,73,2.14,81,4.96,76,1.85,35,1.97,85,1.82,19,4.45,20
55,Pittsburgh,7,5,0.16,3.03,10,2.19,25,3.27,10,5.88,3,2.87,109,2.39,109,3.00,105,5.65,114
56,Ohio,7,6,0.16,1.92,86,1.27,92,2.14,82,4.33,113,1.76,27,0.93,16,2.05,39,4.98,55
57,Army,6,5,0.15,2.28,53,2.14,28,2.31,67,5.33,36,2.13,57,1.31,32,2.27,59,4.94,48
58,Southern Mississippi,6,6,0.13,2.28,52,2.13,29,2.37,63,5.14,59,2.15,58,1.73,72,2.22,54,5.38,93
59,Texas A&M,7,5,0.12,2.14,69,1.37,85,2.43,57,5.39,32,2.02,48,1.42,43,2.18,51,4.52,23
60,UTSA,5,7,0.11,2.37,47,1.45,78,2.63,41,5.28,41,2.26,65,2.62,118,2.16,46,5.00,59
61,New Mexico,8,4,0.10,2.89,16,1.67,63,3.24,12,5.78,8,2.79,101,2.80,123,2.79,87,5.58,111
62,Middle Tennessee,7,5,0.06,2.86,21,2.16,26,3.05,18,5.66,11,2.81,103,2.14,97,2.95,103,5.15,72
63,Indiana,6,7,0.05,1.81,96,1.78,58,1.82,106,4.11,122,1.76,26,1.02,20,1.99,37,4.87,44
64,Idaho,8,4,0.04,2.53,36,0.89,115,2.82,28,5.20,48,2.48,83,1.62,61,2.92,98,5.35,90
65,Georgia,7,5,0.03,1.83,93,1.23,94,1.99,94,4.58,100,1.79,31,0.92,15,1.99,35,5.36,91
66,UCLA,4,8,0.03,1.82,94,0.41,125,2.31,68,4.71,96,1.78,30,1.48,49,1.85,23,4.79,37
67,Texas,5,7,0.00,2.22,61,2.12,30,2.25,75,4.82,84,2.22,61,1.61,60,2.45,74,5.23,80
68,Northern Illinois,5,6,0.00,2.26,59,1.46,76,2.45,54,5.45,26,2.26,66,1.72,71,2.44,73,5.27,83
69,Central Florida,5,7,-0.01,1.68,109,1.13,102,1.87,100,5.41,30,1.70,22,1.36,37,1.76,16,3.86,4
70,Wyoming,7,6,-0.07,2.41,45,1.37,86,2.68,37,5.45,27,2.47,82,1.79,75,2.67,84,5.23,79
71,Vanderbilt,5,7,-0.21,1.80,97,0.50,123,2.30,69,4.82,83,2.01,47,1.81,77,2.07,41,4.29,14
72,Mississippi,4,7,-0.21,2.46,42,1.80,55,2.65,39,4.75,95,2.67,95,1.97,86,2.94,99,5.42,98
73,Eastern Michigan,6,6,-0.23,2.14,70,1.38,84,2.37,64,4.52,106,2.37,76,2.46,110,2.34,63,5.47,101
74,Texas Tech,4,7,-0.25,3.12,8,2.42,18,3.28,9,5.51,19,3.37,127,3.45,128,3.35,123,5.68,118
75,Wake Forest,6,6,-0.27,1.40,119,0.70,121,1.56,120,4.56,102,1.67,19,0.77,11,1.91,26,4.17,11
76,Mississippi State,5,7,-0.29,2.22,60,0.80,118,2.55,45,4.94,79,2.51,85,1.65,63,2.84,92,4.72,36
77,Arkansas,6,6,-0.30,2.32,50,2.11,31,2.39,59,5.00,72,2.62,92,2.13,96,2.83,89,5.38,94
78,Kentucky,6,6,-0.35,2.15,67,1.43,80,2.28,71,4.98,73,2.50,84,2.60,116,2.47,75,5.05,63
79,Georgia Southern,4,7,-0.38,1.96,84,1.00,109,2.38,61,5.05,69,2.34,74,3.26,127,2.18,49,4.45,19
80,Maryland,5,7,-0.39,1.87,90,1.48,74,2.05,89,5.18,52,2.26,67,2.23,101,2.27,58,5.33,88
81,South Carolina,5,7,-0.39,1.51,117,1.23,96,1.60,117,4.77,90,1.91,41,0.49,2,2.37,68,3.90,5
82,Ball State,3,8,-0.41,1.90,87,0.93,114,2.15,80,4.06,125,2.30,72,2.90,125,2.12,44,5.37,92
83,South Alabama,4,7,-0.42,1.98,82,1.81,54,2.03,90,4.80,88,2.40,77,1.17,29,2.79,86,4.67,34
84,Louisiana Lafayette,5,7,-0.43,1.60,111,1.00,110,1.83,104,4.08,124,2.04,50,1.29,30,2.25,55,4.39,16
85,Tulane,3,8,-0.47,1.51,116,0.96,112,1.64,115,4.34,112,1.99,46,1.04,23,2.20,53,5.43,99
86,California,5,7,-0.48,2.67,28,2.27,22,2.80,30,5.17,54,3.15,122,2.32,105,3.38,124,6.02,126
87,Michigan State,2,9,-0.55,1.99,80,1.79,56,2.06,88,4.70,97,2.54,87,2.36,107,2.59,82,5.76,120
88,Boston College,6,6,-0.58,1.28,123,0.36,127,1.51,121,4.00,126,1.86,37,1.00,19,2.07,42,5.97,125
89,Hawaii,6,7,-0.58,2.27,55,1.96,40,2.35,65,5.59,12,2.85,106,2.80,124,2.87,93,5.59,112
90,Oregon State,3,8,-0.58,1.89,89,1.23,95,2.09,83,5.33,37,2.46,80,2.05,88,2.55,76,5.06,64
91,Akron,4,7,-0.60,2.05,74,1.59,67,2.20,78,4.98,74,2.65,94,1.81,78,2.87,94,5.11,66
92,Georgia State,2,9,-0.65,1.50,118,1.05,107,1.74,109,4.76,92,2.15,59,1.73,74,2.26,57,4.40,17
93,Nevada,4,7,-0.66,2.30,51,1.59,66,2.49,50,4.77,91,2.96,116,2.13,95,3.22,116,4.98,56
94,SMU,4,7,-0.67,1.96,85,1.71,62,2.06,85,4.93,80,2.62,93,1.54,56,2.88,95,4.92,46
95,Missouri,3,8,-0.67,1.77,105,2.22,23,1.61,116,4.49,107,2.43,78,1.93,82,2.57,79,4.61,29
96,Iowa State,3,8,-0.69,2.19,64,1.55,69,2.33,66,5.10,62,2.88,110,2.67,119,2.95,102,5.77,121
97,Duke,3,8,-0.70,1.53,115,1.35,88,1.58,118,4.24,119,2.23,62,2.16,98,2.26,56,5.22,77
98,Virginia,2,9,-0.74,1.70,108,1.58,68,1.72,111,5.32,38,2.44,79,2.74,121,2.34,65,5.24,81
99,Cincinnati,3,8,-0.75,1.54,114,1.45,79,1.58,119,4.27,117,2.29,70,1.57,58,2.65,83,4.41,18
100,Utah State,2,9,-0.78,1.79,99,0.96,113,2.00,93,4.59,99,2.57,88,2.61,117,2.56,77,5.12,68
101,Oregon,3,8,-0.80,2.61,33,1.93,44,2.79,31,5.27,43,3.40,128,1.50,51,3.71,128,5.94,123
102,Arizona State,4,7,-0.81,2.13,71,1.79,57,2.21,77,5.81,6,2.93,114,2.34,106,3.11,112,5.66,116
103,Central Michigan,5,7,-0.81,1.79,98,1.82,53,1.78,108,4.79,89,2.60,91,1.38,38,2.94,101,5.41,97
104,Kent State,2,8,-0.86,1.37,121,1.53,70,1.29,125,4.37,110,2.23,64,1.93,81,2.34,64,5.27,84
105,North Texas,4,8,-0.90,1.84,91,1.86,48,1.84,102,5.09,63,2.74,96,2.27,103,2.88,96,5.51,106
106,UNLV,3,8,-0.95,2.17,66,1.26,93,2.56,44,5.83,5,3.12,119,2.11,93,3.30,121,5.73,119
107,East Carolina,2,9,-0.97,1.97,83,0.88,116,2.50,49,4.27,118,2.94,115,1.93,84,3.27,118,4.96,52
108,Florida International,4,8,-0.97,1.78,102,1.41,82,1.90,98,5.24,45,2.76,99,1.41,40,2.96,104,5.39,96
109,Massachusetts,1,10,-1.05,1.78,103,1.07,105,1.99,95,5.24,46,2.84,105,1.58,59,3.05,108,5.12,67
110,Bowling Green,3,8,-1.07,1.79,101,1.17,99,2.01,91,4.63,98,2.86,107,1.93,83,3.13,113,6.18,128
111,Syracuse,3,8,-1.08,1.79,100,1.65,64,1.83,105,5.05,70,2.87,108,2.13,94,3.09,111,5.55,110
112,New Mexico State,3,9,-1.08,1.72,106,0.63,122,1.97,96,4.11,123,2.81,104,1.63,62,3.09,110,5.18,75
113,Arizona,2,9,-1.09,2.03,76,1.48,72,2.22,76,5.15,58,3.12,120,2.55,113,3.25,117,6.09,127
114,UTEP,3,8,-1.11,2.05,73,2.03,35,2.06,87,5.19,51,3.16,123,2.57,115,3.32,122,5.94,124
115,Charlotte,3,8,-1.16,1.58,113,1.28,91,1.67,114,5.06,68,2.74,97,1.52,53,3.05,107,5.38,95
116,San Jose State,3,8,-1.20,1.71,107,1.83,52,1.68,112,4.43,109,2.91,112,1.67,66,3.17,115,5.51,108
117,Florida Atlantic,2,9,-1.22,2.02,78,2.08,34,2.00,92,5.50,20,3.24,125,2.95,126,3.30,120,5.50,104
118,Purdue,2,9,-1.26,1.81,95,1.52,71,1.88,99,5.17,53,3.08,118,2.54,112,3.28,119,5.49,102
119,Rice,2,9,-1.27,1.64,110,0.74,120,1.80,107,5.12,61,2.91,113,2.56,114,3.06,109,5.51,107
120,Buffalo,2,9,-1.28,1.25,124,1.13,101,1.26,126,4.17,121,2.52,86,2.24,102,2.58,81,4.96,53
121,Louisiana Monroe,3,8,-1.29,1.84,92,1.85,49,1.84,103,5.15,57,3.13,121,2.50,111,3.38,125,5.78,122
122,Marshall,2,9,-1.31,1.58,112,1.18,98,1.67,113,4.54,105,2.90,111,2.78,122,2.94,100,5.18,73
123,Connecticut,2,9,-1.35,1.12,127,0.81,117,1.21,127,3.32,128,2.47,81,2.09,92,2.56,78,5.21,76
124,Illinois,2,9,-1.41,1.34,122,0.80,119,1.51,122,4.80,86,2.74,98,2.27,104,2.84,91,5.02,60
125,Fresno State,0,11,-1.43,1.37,120,0.38,126,1.73,110,4.28,116,2.80,102,1.73,73,3.04,106,5.67,117
126,Kansas,1,10,-1.59,1.17,125,0.50,124,1.42,124,4.36,111,2.76,100,2.08,91,2.83,90,5.62,113
127,Rutgers,1,10,-1.76,0.84,128,0.97,111,0.80,128,3.46,127,2.60,89,1.42,42,2.82,88,4.56,24
128,Texas State,1,10,-2.11,1.17,126,0.25,128,1.44,123,4.91,81,3.28,126,2.70,120,3.43,126,5.54,109
