Rk,Team,Wins,Losses,NPD,OPD,Rk,OLD,Rk,ORD,Rk,OVD,Rk,DPD,Rk,DLD,Rk,DRD,Rk,DVD,Rk
104,Florida International,3,9,-0.89,1.60,94,0.77,100,1.78,95,5.13,29,2.50,92,1.79,91,2.70,92,5.51,112
105,Wyoming,6,6,-0.93,1.42,107,0.96,87,1.52,109,4.43,85,2.35,81,1.18,54,2.67,86,4.48,41
106,Vanderbilt,1,10,-0.95,1.03,118,0.63,103,1.14,117,3.58,118,1.98,53,1.06,41,2.29,61,5.03,79
107,Louisville,3,8,-0.95,1.45,105,1.60,36,1.42,113,4.18,100,2.40,87,2.16,101,2.45,71,5.20,95
108,Illinois,2,9,-1.01,1.70,88,1.40,52,1.78,96,4.94,44,2.71,103,2.26,108,2.80,100,5.31,100
109,Baylor,3,8,-1.08,1.24,112,0.83,94,1.37,115,3.63,116,2.31,79,1.30,60,2.56,79,4.02,17
110,Akron,2,9,-1.28,1.22,113,0.25,117,1.52,110,2.70,120,2.50,93,1.00,37,2.70,93,5.29,99
111,Memphis,1,10,-1.43,1.54,98,1.17,73,1.66,105,4.53,80,2.98,113,1.73,88,3.38,118,5.42,108
112,Miami (OH),1,11,-1.58,1.12,116,1.16,75,1.11,118,4.03,107,2.71,104,2.20,105,2.83,101,5.36,103
113,New Mexico,1,11,-1.65,1.18,114,0.34,116,1.41,114,3.87,110,2.83,108,3.29,120,2.75,95,4.72,55
114,Western Kentucky,0,11,-1.65,1.88,75,0.95,88,2.08,69,4.85,54,3.54,120,2.23,107,3.70,120,5.70,117
115,Tulane,2,9,-1.73,1.41,108,0.52,107,1.80,92,4.23,98,3.14,116,2.56,114,3.25,114,4.44,37
116,San Jose State,1,10,-1.73,1.10,117,0.43,112,1.33,116,4.90,49,2.83,107,2.55,113,2.89,103,5.04,81
117,Eastern Michigan,0,12,-1.76,1.41,109,0.48,109,1.60,107,4.07,106,3.17,117,2.42,112,3.37,117,5.46,109
118,Rice,2,10,-1.91,1.33,111,0.11,118,1.66,103,4.75,60,3.24,119,1.48,76,3.63,119,5.76,119
119,New Mexico State,2,10,-1.94,0.71,120,0.41,113,0.77,120,2.95,119,2.65,99,2.38,111,2.73,94,5.20,94
120,Washington State,1,11,-2.25,0.81,119,0.52,108,0.92,119,3.83,112,3.06,115,2.88,118,3.09,110,5.00,78
