Rk,Team,Wins,Losses,NPD,OPD,Rk,OLD,Rk,ORD,Rk,OVD,Rk,DPD,Rk,DLD,Rk,DRD,Rk,DVD,Rk
30,LSU,9,3,0.65,2.03,74,1.15,86,2.24,71,4.39,97,1.38,11,0.92,24,1.55,14,4.39,28
31,Arizona State,7,5,0.65,2.46,36,0.96,98,2.79,29,4.53,85,1.81,36,0.97,25,2.06,45,5.68,113
32,Arkansas State,9,3,0.64,2.81,20,2.44,16,2.97,22,5.21,33,2.18,60,0.56,7,2.46,65,4.37,26
33,Vanderbilt,8,4,0.63,2.17,65,0.96,97,2.50,51,4.98,56,1.54,22,1.07,31,1.75,29,4.36,25
34,Tulsa,10,3,0.61,2.09,70,0.84,105,2.42,62,4.87,65,1.49,20,0.80,20,1.68,22,4.83,60
35,Kent State,10,3,0.59,2.34,46,1.51,58,2.62,40,5.78,8,1.75,32,1.49,55,1.82,31,4.55,40
36,Oregon State,8,4,0.50,2.14,68,2.09,28,2.15,75,5.10,45,1.64,25,1.50,59,1.68,21,4.47,34
37,UCLA,9,5,0.49,2.33,49,1.91,40,2.43,61,4.76,75,1.84,39,1.47,53,1.97,40,4.89,65
38,USC,7,6,0.49,2.33,51,1.68,50,2.44,58,4.50,87,1.84,38,1.78,81,1.86,32,4.48,35
39,Mississippi,6,6,0.47,2.33,48,1.93,37,2.49,52,5.10,44,1.86,40,2.81,115,1.69,23,4.62,43
40,Texas,9,4,0.40,2.84,16,2.53,13,2.93,25,5.55,14,2.44,77,1.92,85,2.63,76,5.11,79
41,Northwestern,9,3,0.40,2.31,55,1.03,94,2.68,35,5.11,42,1.91,43,2.00,90,1.89,35,4.18,14
42,Nebraska,9,4,0.39,2.31,54,1.46,66,2.58,45,5.02,51,1.92,45,0.67,13,2.11,49,4.54,39
43,Michigan State,7,6,0.39,1.58,98,1.06,92,1.73,97,4.11,110,1.19,7,0.61,8,1.33,6,4.31,22
44,Baylor,7,5,0.38,3.31,5,3.00,6,3.38,7,5.28,28,2.93,111,3.00,118,2.92,101,5.74,118
45,Ohio,8,4,0.37,2.44,39,2.12,27,2.52,50,4.83,69,2.07,56,1.49,56,2.28,57,4.83,61
46,Syracuse,7,5,0.37,2.42,41,2.29,21,2.45,56,4.86,66,2.05,53,1.30,43,2.29,58,4.71,49
47,Louisiana Lafayette,8,4,0.36,2.64,30,3.05,5,2.47,55,5.94,6,2.27,64,1.78,80,2.41,63,4.56,41
48,Louisiana Monroe,8,5,0.32,2.69,26,2.69,10,2.69,32,5.31,24,2.37,72,2.53,108,2.33,61,5.25,88
49,Rutgers,8,4,0.31,1.49,104,1.29,80,1.56,107,4.47,92,1.18,6,0.40,3,1.34,8,3.05,1
50,Georgia Tech,6,7,0.27,2.82,18,1.31,77,3.26,10,4.88,64,2.55,84,2.29,98,2.60,73,5.28,90
51,Nevada,6,6,0.26,3.01,10,2.30,20,3.18,11,5.28,26,2.75,98,2.56,109,2.78,91,5.70,115
52,Mississippi State,7,5,0.26,2.16,67,0.40,120,2.58,44,4.15,104,1.90,41,1.49,57,2.09,48,4.40,29
53,Western Kentucky,6,6,0.21,2.42,42,0.93,100,2.62,39,4.85,67,2.21,62,2.52,107,2.11,50,4.40,30
54,Toledo,8,4,0.18,2.26,58,2.07,29,2.35,66,4.47,91,2.09,58,2.18,95,2.05,44,4.67,47
55,Bowling Green,7,5,0.16,1.61,95,1.35,73,1.67,103,3.87,117,1.45,18,0.79,19,1.66,20,4.94,68
56,Ball State,9,4,0.16,2.79,22,2.95,7,2.76,30,5.01,52,2.64,87,1.25,38,3.22,114,5.29,92
57,Pittsburgh,5,6,0.14,1.95,77,1.43,69,2.06,79,4.66,79,1.81,35,1.04,28,2.03,43,4.31,21
58,TCU,6,6,0.10,1.82,81,1.48,62,1.89,87,3.48,122,1.72,29,1.05,29,1.94,37,4.71,50
59,Texas Tech,7,5,0.09,2.88,15,2.83,8,2.89,26,4.95,58,2.79,101,0.65,12,3.19,112,5.31,97
60,Virginia Tech,6,6,0.06,1.65,94,1.45,68,1.71,99,4.70,77,1.59,24,1.59,66,1.59,16,4.19,15
61,North Carolina State,6,6,0.00,1.68,91,0.66,112,2.11,78,4.38,98,1.68,27,1.42,47,1.72,27,4.93,67
62,Troy,5,7,-0.01,2.30,56,1.46,65,2.61,41,4.48,88,2.32,67,1.26,39,2.68,79,4.72,51
63,Arizona,7,5,-0.02,2.72,25,1.81,43,2.97,21,5.46,16,2.74,97,2.56,110,2.81,92,5.11,80
64,Middle Tennessee,8,3,-0.02,2.45,38,1.88,41,2.54,47,4.68,78,2.47,79,1.26,40,2.72,83,4.77,54
65,East Carolina,7,5,-0.07,2.38,43,1.38,72,2.69,33,5.33,22,2.46,78,1.25,37,2.71,81,5.39,101
66,Houston,5,7,-0.08,2.16,66,1.05,93,2.55,46,5.16,36,2.24,63,1.97,88,2.31,59,5.10,78
67,West Virginia,6,6,-0.09,2.91,12,2.28,22,3.09,13,5.78,7,3.00,113,3.29,123,2.96,105,5.38,99
68,Rice,7,6,-0.12,2.21,64,1.47,64,2.43,59,5.02,50,2.34,68,1.52,61,2.52,69,5.32,98
69,Marshall,4,7,-0.14,2.88,14,2.55,12,2.97,18,5.10,43,3.02,115,2.29,100,3.22,115,6.26,123
70,Miami,6,5,-0.16,2.32,52,2.74,9,2.23,72,4.39,96,2.48,80,1.91,84,2.78,89,4.85,62
71,SMU,6,6,-0.19,1.81,82,1.42,70,1.92,84,4.41,95,1.99,49,0.48,5,2.25,56,4.79,56
72,Tennessee,4,7,-0.22,2.49,35,1.96,36,2.59,42,5.11,41,2.71,95,1.70,74,3.01,106,5.02,75
73,Washington,6,6,-0.22,1.70,89,1.13,87,1.81,92,4.14,106,1.92,44,1.43,50,2.02,41,4.45,33
74,Connecticut,5,7,-0.29,1.21,120,0.77,110,1.28,121,4.48,89,1.50,21,1.13,33,1.59,15,5.00,74
75,Iowa State,5,7,-0.29,1.74,86,0.72,111,1.99,82,5.00,53,2.03,51,0.56,6,2.50,68,4.45,31
76,Utah,4,7,-0.32,1.67,92,1.50,60,1.72,98,4.93,60,1.98,48,0.65,11,2.42,64,4.85,63
77,Central Michigan,6,6,-0.34,2.38,44,1.57,55,2.63,38,4.77,73,2.72,96,1.55,63,3.11,110,5.38,100
78,Air Force,5,7,-0.35,2.34,47,1.91,39,2.43,60,4.94,59,2.69,90,3.28,122,2.59,72,5.40,103
79,Indiana,3,8,-0.37,2.33,50,0.78,109,2.70,31,5.55,13,2.71,94,1.67,73,2.86,95,5.59,111
80,Western Michigan,3,8,-0.39,1.98,75,1.78,44,2.03,80,4.98,55,2.37,73,1.43,49,2.49,66,4.48,36
81,Memphis,4,7,-0.41,1.87,80,0.83,107,2.15,76,4.45,93,2.28,65,1.42,48,2.60,74,4.75,53
82,Wyoming,4,7,-0.48,2.32,53,2.68,11,2.21,73,5.38,20,2.80,105,2.70,113,2.83,93,4.87,64
83,Minnesota,5,7,-0.49,1.56,101,0.33,124,1.91,85,4.53,86,2.05,52,1.82,83,2.13,52,4.90,66
84,Navy,7,5,-0.51,2.28,57,1.20,82,2.53,48,4.60,83,2.79,103,1.74,77,3.09,109,4.64,45
85,Duke,5,7,-0.58,2.26,59,1.58,54,2.48,53,4.78,72,2.84,107,2.30,103,3.01,107,5.55,110
86,Virginia,3,8,-0.59,1.49,105,1.69,47,1.41,113,4.64,82,2.07,57,1.59,67,2.23,53,4.29,19
87,Purdue,5,7,-0.59,1.75,85,1.69,48,1.76,94,5.08,46,2.34,70,0.78,18,2.87,97,5.61,112
88,Florida International,3,9,-0.59,1.81,83,1.09,89,2.02,81,4.65,80,2.40,75,1.96,86,2.50,67,5.29,94
89,Arkansas,3,8,-0.60,1.74,87,1.52,57,1.79,93,4.00,114,2.34,69,0.68,14,2.76,86,4.81,59
90,Texas State,3,8,-0.62,2.34,45,1.33,74,2.53,49,5.24,31,2.96,112,2.10,93,3.29,117,5.05,76
91,Maryland,3,8,-0.64,1.42,113,0.92,101,1.54,108,4.81,71,2.07,54,1.05,30,2.24,55,5.46,107
92,Iowa,3,8,-0.67,1.30,115,1.07,90,1.37,117,4.27,101,1.98,47,1.61,68,2.08,47,4.79,55
93,Temple,3,7,-0.69,1.95,76,0.42,119,2.38,65,5.03,49,2.64,88,3.06,120,2.57,70,5.30,95
94,UTEP,3,9,-0.76,1.60,97,1.19,83,1.71,100,4.11,109,2.35,71,2.33,104,2.36,62,4.96,71
95,Buffalo,3,8,-0.76,1.25,117,0.89,102,1.38,115,4.03,111,2.01,50,1.50,60,2.13,51,5.22,87
96,New Mexico,3,9,-0.76,2.13,69,1.73,46,2.27,69,4.48,90,2.89,109,3.00,117,2.87,96,5.30,96
97,South Florida,2,9,-0.80,1.71,88,1.33,75,1.86,89,4.24,102,2.51,82,1.48,54,2.76,85,5.15,82
98,Missouri,4,7,-0.81,1.48,106,0.36,122,1.87,88,3.84,118,2.29,66,1.39,46,2.67,78,5.29,93
99,North Texas,3,8,-0.82,1.56,100,1.32,76,1.63,105,4.16,103,2.38,74,1.63,69,2.57,71,5.40,102
100,UTSA,4,4,-0.85,2.26,60,2.05,30,2.33,68,5.19,34,3.10,119,1.70,75,3.29,118,4.80,57
101,Miami (OH),3,8,-0.95,1.93,78,1.91,38,1.93,83,4.77,74,2.88,108,2.50,106,2.94,103,5.21,86
102,Boston College,1,10,-0.98,1.57,99,2.16,25,1.37,116,4.84,68,2.55,85,1.97,87,2.73,84,4.38,27
103,California,2,9,-0.99,1.44,109,0.56,116,1.64,104,4.14,105,2.43,76,1.28,42,2.62,75,4.63,44
104,Eastern Michigan,2,9,-1.00,1.80,84,1.50,59,1.91,86,5.15,38,2.81,106,3.42,124,2.66,77,5.71,116
105,Wake Forest,4,7,-1.03,1.46,108,0.84,106,1.69,102,5.95,4,2.49,81,1.58,64,2.70,80,5.42,104
106,UNLV,2,10,-1.04,1.65,93,1.06,91,1.83,91,4.90,63,2.69,91,1.67,72,2.92,102,4.45,32
107,South Alabama,1,11,-1.08,1.46,107,1.45,67,1.46,112,3.93,115,2.53,83,1.64,70,2.71,82,5.18,84
108,Washington State,2,9,-1.12,1.51,103,1.50,61,1.52,109,4.13,108,2.63,86,1.35,45,2.88,98,5.09,77
109,UAB,2,9,-1.15,1.91,79,1.00,95,2.13,77,5.16,37,3.05,116,1.23,36,3.42,119,5.51,108
110,Army,2,9,-1.15,2.25,62,1.69,49,2.33,67,4.43,94,3.39,123,2.67,112,3.53,121,6.12,122
111,Florida Atlantic,2,9,-1.17,1.61,96,1.00,96,1.73,96,4.14,107,2.78,100,2.81,114,2.77,88,5.71,117
112,Tulane,2,10,-1.23,1.56,102,0.63,114,1.74,95,5.08,47,2.79,102,2.30,102,2.90,99,5.20,85
113,Akron,0,11,-1.24,1.68,90,1.29,79,1.84,90,4.95,57,2.92,110,1.73,76,3.20,113,5.16,83
114,Colorado State,4,7,-1.37,1.43,112,1.17,85,1.49,110,5.04,48,2.79,104,2.25,97,2.91,100,5.53,109
115,Auburn,2,9,-1.45,1.23,119,0.95,99,1.30,120,4.57,84,2.68,89,2.09,92,2.83,94,5.27,89
116,Kentucky,1,10,-1.63,1.43,110,0.61,115,1.70,101,4.32,99,3.07,117,3.00,119,3.08,108,5.78,120
117,Illinois,1,10,-1.64,1.12,121,0.38,121,1.32,119,3.87,116,2.76,99,1.59,65,2.95,104,5.44,106
118,Hawaii,2,9,-1.64,1.05,123,0.35,123,1.16,123,3.19,123,2.69,93,2.29,99,2.78,90,6.43,124
119,Kansas,0,11,-1.65,1.43,111,1.28,81,1.48,111,4.03,112,3.08,118,2.59,111,3.16,111,4.96,72
120,Southern Mississippi,0,12,-1.69,1.33,114,1.13,88,1.39,114,3.79,120,3.02,114,1.46,52,3.45,120,5.43,105
121,Idaho,1,10,-1.96,1.28,116,0.50,118,1.61,106,3.83,119,3.24,121,3.18,121,3.25,116,5.13,81
122,Massachusetts,1,11,-2.17,1.02,124,0.83,108,1.07,124,3.04,124,3.18,120,1.20,35,3.70,123,5.75,119
123,New Mexico State,0,11,-2.25,1.11,122,0.65,113,1.22,122,3.63,121,3.35,122,2.29,101,3.63,122,5.29,91
124,Colorado,1,10,-2.34,1.24,118,0.84,104,1.34,118,4.92,61,3.57,124,2.91,116,3.74,124,5.85,121
