team,conference,w-l,fpi,fpi_rank,fpi_trend,proj_w-l,win_out_perc,six_win_perc,win_div_perc,win_conf_perc,playoff_perc,nc_perc,win_nc
Troy Trojans,Sun Belt,11-2,-0.5,68,3,11.0-2.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
Arkansas Razorbacks,SEC,4-8,-1.4,69,1,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska Cornhuskers,Big Ten,4-8,-2.1,70,4,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado State Rams,Mountain West,7-6,-2.4,71,1,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
SMU Mustangs,American,7-6,-2.5,72,5,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Tennessee Volunteers,SEC,4-8,-2.6,73,2,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Illinois Huskies,MAC,8-5,-3.3,74,1,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Virginia Cavaliers,ACC,6-7,-3.3,75,7,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Vanderbilt Commodores,SEC,5-7,-3.3,76,1,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wyoming Cowboys,Mountain West,8-5,-3.4,77,4,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Arkansas State Red Wolves,Sun Belt,7-5,-3.7,78,2,7.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Temple Owls,American,7-6,-3.9,79,4,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Western Michigan Broncos,MAC,6-6,-4.1,80,2,6.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Baylor Bears,Big 12,1-11,-4.3,81,2,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Thundering Herd,C-USA,8-5,-4.5,82,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Tulane Green Wave,American,5-7,-4.6,83,3,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maryland Terrapins,Big Ten,4-8,-5.1,84,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah State Aggies,Mountain West,6-7,-5.7,85,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Eastern Michigan Eagles,MAC,5-7,-6.5,86,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louisiana Tech Bulldogs,C-USA,7-6,-6.5,87,10,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Air Force Falcons,Mountain West,5-7,-6.9,88,2,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tulsa Golden Hurricane,American,2-10,-7.1,89,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Mississippi Golden Eagles,C-USA,8-5,-7.4,90,2,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Buffalo Bulls,MAC,6-6,-7.8,91,1,6.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Central Michigan Chippewas,MAC,8-5,-7.9,92,5,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
BYU Cougars,FBS Indep.,4-9,-8.0,93,3,4.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rutgers Scarlet Knights,Big Ten,4-8,-8.1,94,1,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UT San Antonio Roadrunners,C-USA,6-5,-8.1,95,2,6.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Miami (OH) RedHawks,MAC,5-7,-8.2,96,2,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Texas Mean Green,C-USA,9-5,-8.3,97,6,9.0-5.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Middle Tennessee Blue Raiders,C-USA,7-6,-9.0,98,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
UMass Minutemen,FBS Indep.,4-8,-9.3,99,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico State Aggies,Sun Belt,7-6,-11.1,100,3,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Nevada Wolf Pack,Mountain West,3-9,-11.3,101,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNLV Rebels,Mountain West,5-7,-11.6,102,2,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louisiana Monroe Warhawks,Sun Belt,4-8,-11.9,103,2,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois Fighting Illini,Big Ten,2-10,-12.3,104,3,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akron Zips,MAC,7-7,-12.3,105,5,7.0-7.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Cincinnati Bearcats,American,4-8,-12.3,106,2,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAB Blazers,C-USA,8-5,-12.6,107,5,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Oregon State Beavers,Pac-12,1-11,-12.7,108,2,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Kentucky Hilltoppers,C-USA,6-7,-13.6,109,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Florida Intl Golden Panthers,C-USA,8-5,-14.0,110,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Idaho Vandals,Sun Belt,4-8,-15.0,111,1,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico Lobos,Mountain West,3-9,-15.1,112,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia State Panthers,Sun Belt,7-5,-15.5,113,4,7.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
South Alabama Jaguars,Sun Belt,4-8,-15.8,114,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UConn Huskies,American,3-9,-16.2,115,2,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Carolina Pirates,American,3-9,-16.3,116,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowling Green Falcons,MAC,2-10,-16.3,117,2,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia Southern Eagles,Sun Belt,2-10,-16.5,118,1,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kansas Jayhawks,Big 12,1-11,-16.6,119,1,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawai'i Rainbow Warriors,Mountain West,3-9,-17.2,120,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louisiana Ragin' Cajuns,Sun Belt,5-7,-17.7,121,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coastal Carolina Chanticleers,Sun Belt,3-9,-18.1,122,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Old Dominion Monarchs,C-USA,5-7,-18.2,123,1,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rice Owls,C-USA,1-11,-22.9,124,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent State Golden Flashes,MAC,2-10,-23.1,125,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Jose State Spartans,Mountain West,2-11,-24.3,126,--,2.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte 49ers,C-USA,1-11,-25.1,127,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas State Bobcats,Sun Belt,2-10,-25.6,128,1,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ball State Cardinals,MAC,2-10,-26.5,129,1,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTEP Miners,C-USA,0-12,-27.2,130,--,0.0-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
