team,conference,w-l,fpi,fpi_rank,fpi_trend,proj_w-l,win_out_perc,six_win_perc,win_div_perc,win_conf_perc,playoff_perc,nc_perc,win_nc
Duke Blue Devils,ACC,8-5,6.4,43,7,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Cincinnati Bearcats,American,11-2,6.3,44,2,11.0-2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Appalachian State Mountaineers,Sun Belt,11-2,6.2,45,3,11.0-2.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
USC Trojans,Pac-12,5-7,6.2,46,3,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCU Horned Frogs,Big 12,7-6,6.0,47,3,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Minnesota Golden Gophers,Big Ten,7-6,5.2,48,5,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Pittsburgh Panthers,ACC,7-7,4.8,49,2,7.0-7.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Maryland Terrapins,Big Ten,5-7,4.6,50,1,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Memphis Tigers,American,8-6,4.5,51,6,8.0-6.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
California Golden Bears,Pac-12,7-6,4.2,52,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Vanderbilt Commodores,SEC,6-7,4.2,53,7,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Ohio Bobcats,MAC,9-4,3.6,54,4,9.0-4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Virginia Tech Hokies,ACC,6-7,3.4,55,1,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Army Black Knights,FBS Indep.,11-2,3.1,56,14,11.0-2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Nebraska Cornhuskers,Big Ten,4-8,3.1,57,2,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ole Miss Rebels,SEC,5-7,3.0,58,1,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wake Forest Demon Deacons,ACC,7-6,2.7,59,1,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
BYU Cougars,FBS Indep.,7-6,2.7,60,6,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Baylor Bears,Big 12,7-6,2.5,61,3,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kansas State Wildcats,Big 12,5-7,2.0,62,1,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Hoosiers,Big Ten,5-7,1.9,63,1,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona Wildcats,Pac-12,5-7,1.9,64,3,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tennessee Volunteers,SEC,5-7,1.2,65,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Temple Owls,American,8-5,1.1,66,10,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Florida State Seminoles,ACC,5-7,0.9,67,1,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCLA Bruins,Pac-12,3-9,0.8,68,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Buffaloes,Pac-12,5-7,0.2,69,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAB Blazers,C-USA,11-3,-0.2,70,3,11.0-3.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
Houston Cougars,American,8-5,-0.6,71,12,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Toledo Rockets,MAC,7-6,-1.1,72,1,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Marshall Thundering Herd,C-USA,9-4,-1.5,73,2,9.0-4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
North Texas Mean Green,C-USA,9-4,-1.8,74,2,9.0-4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Buffalo Bulls,MAC,10-4,-2.1,75,1,10.0-4.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Georgia Southern Eagles,Sun Belt,10-3,-2.4,76,3,10.0-3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
North Carolina Tar Heels,ACC,2-9,-2.6,77,--,2.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Air Force Falcons,Mountain West,5-7,-3.2,78,3,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Trojans,Sun Belt,10-3,-3.2,79,4,10.0-3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kansas Jayhawks,Big 12,3-9,-3.2,80,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle Tennessee Blue Raiders,C-USA,8-6,-3.7,81,5,8.0-6.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Miami (OH) RedHawks,MAC,6-6,-3.9,82,2,6.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Northern Illinois Huskies,MAC,8-6,-4.1,83,5,8.0-6.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
Nevada Wolf Pack,Mountain West,8-5,-4.2,84,1,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Tulane Green Wave,American,7-6,-4.2,85,3,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Florida International Panthers,C-USA,9-4,-4.3,86,4,9.0-4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Arkansas State Red Wolves,Sun Belt,8-5,-4.4,87,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Wyoming Cowboys,Mountain West,6-6,-4.5,88,1,6.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Eastern Michigan Eagles,MAC,7-6,-4.6,89,3,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
San Diego State Aztecs,Mountain West,7-6,-4.8,90,8,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Arkansas Razorbacks,SEC,2-10,-5.2,91,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida Atlantic Owls,C-USA,5-7,-5.4,92,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louisiana Tech Bulldogs,C-USA,8-5,-6.6,93,2,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
South Florida Bulls,American,7-6,-7.9,94,1,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Southern Mississippi Golden Eagles,C-USA,6-5,-7.9,95,2,6.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Western Michigan Broncos,MAC,7-6,-8.0,96,2,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
SMU Mustangs,American,5-7,-8.2,97,1,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois Fighting Illini,Big Ten,4-8,-8.5,98,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Midshipmen,American,3-10,-9.6,99,--,3.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rutgers Scarlet Knights,Big Ten,1-11,-10.4,100,1,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tulsa Golden Hurricane,American,3-9,-10.5,101,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louisiana Ragin' Cajuns,Sun Belt,7-7,-11.2,102,--,7.0-7.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Louisville Cardinals,ACC,2-10,-11.9,103,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon State Beavers,Pac-12,2-10,-12.4,104,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UL Monroe Warhawks,Sun Belt,6-6,-12.5,105,--,6.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
UMass Minutemen,FBS Indep.,4-8,-13.3,106,1,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawai'i Rainbow Warriors,Mountain West,8-6,-13.4,107,1,8.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Akron Zips,MAC,4-8,-13.7,108,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte 49ers,C-USA,5-7,-14.0,109,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNLV Rebels,Mountain West,4-8,-14.3,110,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado State Rams,Mountain West,3-9,-14.3,111,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico Lobos,Mountain West,3-9,-14.7,112,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberty Flames,FBS Indep.,6-6,-14.8,113,1,6.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Ball State Cardinals,MAC,4-8,-15.3,114,2,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Kentucky Hilltoppers,C-USA,3-9,-15.4,115,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coastal Carolina Chanticleers,Sun Belt,5-7,-15.5,116,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Old Dominion Monarchs,C-USA,4-8,-15.8,117,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Michigan Chippewas,MAC,1-11,-16.1,118,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Jose State Spartans,Mountain West,1-11,-16.5,119,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Carolina Pirates,American,3-9,-17.7,120,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia State Panthers,Sun Belt,2-10,-18.1,121,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowling Green Falcons,MAC,3-9,-18.9,122,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent State Golden Flashes,MAC,2-10,-19.4,123,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico State Aggies,FBS Indep.,3-9,-20.7,124,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTSA Roadrunners,C-USA,3-9,-21.0,125,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas State Bobcats,Sun Belt,3-9,-21.0,126,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Alabama Jaguars,Sun Belt,3-9,-21.6,127,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rice Owls,C-USA,2-11,-23.6,128,--,2.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UConn Huskies,American,1-11,-25.3,129,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTEP Miners,C-USA,1-11,-25.4,130,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
