team,conference,w-l,fpi,fpi_rank,fpi_trend,proj_w-l,win_out_perc,six_win_perc,win_div_perc,win_conf_perc,playoff_perc,nc_perc,win_nc
Florida Atlantic Owls,C-USA,3-9,-12.0,111,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico Lobos,Mountain West,4-8,-12.1,112,1,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida Intl Golden Panthers,C-USA,4-8,-12.2,113,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Texas Mean Green,C-USA,4-8,-12.8,114,1,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tulsa Golden Hurricane,American,2-10,-13.0,115,1,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Army Black Knights,FBS Indep.,4-8,-14.1,116,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent State Golden Flashes,MAC,2-9,-14.7,117,--,2.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UMass Minutemen,MAC,3-9,-14.7,118,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connecticut Huskies,American,2-10,-14.8,119,1,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Mississippi Golden Eagles,C-USA,3-9,-14.9,120,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami (OH) RedHawks,MAC,2-10,-15.9,121,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNLV Rebels,Mountain West,2-11,-17.4,122,--,2.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idaho Vandals,Sun Belt,1-10,-19.3,123,--,1.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Trojans,Sun Belt,3-9,-19.4,124,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMU Mustangs,American,1-11,-20.5,125,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico State Aggies,Sun Belt,2-10,-21.8,126,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia State Panthers,Sun Belt,1-11,-23.5,127,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Michigan Eagles,MAC,2-10,-25.8,128,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
