team,conference,w-l,fpi,fpi_rank,fpi_trend,proj_w-l,win_out_perc,six_win_perc,win_div_perc,win_conf_perc,playoff_perc,nc_perc,win_nc
Texas A&M Aggies,SEC,8-5,13.6,19,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Texas Longhorns,Big 12,8-5,13.0,20,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
UCF Knights,American,10-3,12.6,21,--,10.0-3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Iowa State Cyclones,Big 12,7-6,11.0,22,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
USC Trojans,Pac-12,8-5,10.7,23,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Memphis Tigers,American,12-2,10.3,24,--,12.0-2.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
Kentucky Wildcats,SEC,8-5,8.8,25,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Oklahoma State Cowboys,Big 12,8-5,8.8,26,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
North Carolina Tar Heels,ACC,7-6,8.4,27,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Boise State Broncos,Mountain West,12-2,8.2,28,--,12.0-2.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
Appalachian State Mountaineers,Sun Belt,13-1,8.1,29,--,13.0-1.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
Cincinnati Bearcats,American,11-3,8.1,30,--,11.0-3.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Washington State Cougars,Pac-12,6-7,7.9,31,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Missouri Tigers,SEC,6-6,7.8,32,--,6.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Tennessee Volunteers,SEC,8-5,7.8,33,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kansas State Wildcats,Big 12,8-5,7.8,34,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Michigan State Spartans,Big Ten,7-6,7.7,35,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Indiana Hoosiers,Big Ten,8-5,7.5,36,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
TCU Horned Frogs,Big 12,5-7,7.3,37,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Air Force Falcons,Mountain West,11-2,7.3,38,--,11.0-2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Mississippi State Bulldogs,SEC,6-7,7.1,39,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Navy Midshipmen,American,11-2,7.0,40,--,11.0-2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
South Carolina Gamecocks,SEC,4-8,6.9,41,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia Cavaliers,ACC,9-5,6.6,42,--,9.0-5.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Arizona State Sun Devils,Pac-12,8-5,6.0,43,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Louisiana Ragin' Cajuns,Sun Belt,11-3,5.9,44,--,11.0-3.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Miami Hurricanes,ACC,6-7,5.4,45,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Ole Miss Rebels,SEC,4-8,5.3,46,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska Cornhuskers,Big Ten,5-7,4.5,47,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia Tech Hokies,ACC,8-5,4.5,48,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
SMU Mustangs,American,10-3,4.5,49,--,10.0-3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Florida Atlantic Owls,C-USA,11-3,4.4,50,--,11.0-3.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
Florida State Seminoles,ACC,6-7,4.0,51,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
California Golden Bears,Pac-12,8-5,3.5,52,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Wake Forest Demon Deacons,ACC,8-5,2.9,53,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Louisville Cardinals,ACC,8-5,2.5,54,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Tulane Green Wave,American,7-6,2.4,55,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Texas Tech Red Raiders,Big 12,4-8,2.0,56,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYU Cougars,FBS Indep.,7-6,1.8,57,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
UCLA Bruins,Pac-12,4-8,0.9,58,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stanford Cardinal,Pac-12,4-8,0.9,59,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon State Beavers,Pac-12,5-7,0.8,60,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pittsburgh Panthers,ACC,8-5,0.3,61,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
San Diego State Aztecs,Mountain West,10-3,0.3,62,--,10.0-3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Purdue Boilermakers,Big Ten,4-8,0.0,63,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Blue Devils,ACC,5-7,-0.3,64,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illinois Fighting Illini,Big Ten,6-7,-0.6,65,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Wyoming Cowboys,Mountain West,8-5,-0.6,66,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Western Michigan Broncos,MAC,7-6,-1.0,67,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
West Virginia Mountaineers,Big 12,5-7,-1.5,68,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston College Eagles,ACC,6-7,-1.5,69,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Colorado Buffaloes,Pac-12,5-7,-1.6,70,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syracuse Orange,ACC,5-7,-1.6,71,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona Wildcats,Pac-12,4-8,-2.4,72,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwestern Wildcats,Big Ten,3-9,-2.6,73,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Kentucky Hilltoppers,C-USA,9-4,-2.6,74,--,9.0-4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Hawai'i Rainbow Warriors,Mountain West,10-5,-2.9,75,--,10.0-5.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Houston Cougars,American,4-8,-3.0,76,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ohio Bobcats,MAC,7-6,-3.1,77,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Louisiana Tech Bulldogs,C-USA,10-3,-3.4,78,--,10.0-3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Utah State Aggies,Mountain West,7-6,-3.4,79,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Buffalo Bulls,MAC,8-5,-3.4,80,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Fresno State Bulldogs,Mountain West,4-8,-3.5,81,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tulsa Golden Hurricane,American,4-8,-3.6,82,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Thundering Herd,C-USA,8-5,-4.5,83,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Army Black Knights,FBS Indep.,5-8,-4.6,84,--,5.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Temple Owls,American,8-5,-4.7,85,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Southern Mississippi Golden Eagles,C-USA,7-6,-4.8,86,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Georgia Southern Eagles,Sun Belt,7-6,-4.9,87,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Ball State Cardinals,MAC,5-7,-5.3,88,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maryland Terrapins,Big Ten,3-9,-5.6,89,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas State Red Wolves,Sun Belt,8-5,-6.1,90,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Arkansas Razorbacks,SEC,2-10,-7.0,91,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC State Wolfpack,ACC,4-8,-7.1,92,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Michigan Chippewas,MAC,8-6,-7.6,93,--,8.0-6.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Vanderbilt Commodores,SEC,3-9,-7.6,94,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Florida Bulls,American,4-8,-8.0,95,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent State Golden Flashes,MAC,7-6,-8.2,96,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Liberty Flames,FBS Indep.,8-5,-8.4,97,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Eastern Michigan Eagles,MAC,6-7,-8.6,98,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Miami (OH) RedHawks,MAC,8-6,-8.7,99,--,8.0-6.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
Middle Tennessee Blue Raiders,C-USA,4-8,-8.7,100,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Trojans,Sun Belt,5-7,-9.0,101,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida International Panthers,C-USA,6-7,-9.1,102,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
San José St Spartans,Mountain West,5-7,-9.2,103,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAB Blazers,C-USA,9-5,-9.4,104,--,9.0-5.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Colorado State Rams,Mountain West,4-8,-9.6,105,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kansas Jayhawks,Big 12,3-9,-9.7,106,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Illinois Huskies,MAC,5-7,-9.9,107,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toledo Rockets,MAC,6-6,-10.2,108,--,6.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
North Texas Mean Green,C-USA,4-8,-10.4,109,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia Tech Yellow Jackets,ACC,3-9,-10.8,110,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UL Monroe Warhawks,Sun Belt,5-7,-10.9,111,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia State Panthers,Sun Belt,7-6,-11.4,112,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Charlotte 49ers,C-USA,7-6,-11.7,113,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Coastal Carolina Chanticleers,Sun Belt,5-7,-12.0,114,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Carolina Pirates,American,4-8,-13.3,115,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada Wolf Pack,Mountain West,7-6,-13.9,116,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
UNLV Rebels,Mountain West,4-8,-14.0,117,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rutgers Scarlet Knights,Big Ten,2-10,-15.2,118,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rice Owls,C-USA,3-9,-15.6,119,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas State Bobcats,Sun Belt,3-9,-17.3,120,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico Lobos,Mountain West,2-10,-17.3,121,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Alabama Jaguars,Sun Belt,2-10,-19.2,122,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTSA Roadrunners,C-USA,4-8,-19.5,123,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Old Dominion Monarchs,C-USA,1-11,-22.1,124,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico State Aggies,FBS Indep.,2-10,-22.7,125,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UConn Huskies,American,2-10,-25.5,126,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowling Green Falcons,MAC,3-9,-26.0,127,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTEP Miners,C-USA,1-11,-27.1,128,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akron Zips,MAC,0-12,-28.6,129,--,0.0-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UMass Minutemen,FBS Indep.,1-11,-35.8,130,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
