team,conference,w-l,fpi,fpi_rank,fpi_trend,proj_w-l,win_out_perc,six_win_perc,win_div_perc,win_conf_perc,playoff_perc,nc_perc,win_nc
USC Trojans,Pac-12,4-8,1.7,58,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada Wolf Pack,Mountain West,8-5,1.5,59,5,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
UAB Blazers,C-USA,9-4,1.4,60,4,9.0-4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Army Black Knights,FBS Indep.,9-4,1.2,61,--,9.0-4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Washington Huskies,Pac-12,4-8,1.1,62,2,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maryland Terrapins,Big Ten,7-6,1.1,63,12,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Virginia Tech Hokies,ACC,6-7,1.1,64,14,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Toledo Rockets,MAC,7-6,1.0,65,8,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Air Force Falcons,Mountain West,10-3,0.7,66,1,10.0-3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Illinois Fighting Illini,Big Ten,5-7,0.5,67,2,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCU Horned Frogs,Big 12,5-7,0.4,68,2,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina Gamecocks,SEC,7-6,0.3,69,4,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Marshall Thundering Herd,C-USA,7-6,0.1,70,7,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Boston College Eagles,ACC,6-6,0.0,71,2,6.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
San Diego State Aztecs,Mountain West,12-2,-0.0,72,1,12.0-2.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
California Golden Bears,Pac-12,5-7,-0.1,73,7,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah State Aggies,Mountain West,11-3,-0.8,74,3,11.0-3.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
Western Michigan Broncos,MAC,8-5,-1.1,75,6,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Tulsa Golden Hurricane,American,7-6,-1.3,76,2,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Syracuse Orange,ACC,5-7,-1.4,77,5,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Missouri Tigers,SEC,6-7,-1.6,78,2,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Central Michigan Chippewas,MAC,9-4,-2.3,79,1,9.0-4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Memphis Tigers,American,6-6,-2.7,80,1,6.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
East Carolina Pirates,American,7-5,-2.7,81,1,7.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Georgia Tech Yellow Jackets,ACC,3-9,-3.8,82,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia State Panthers,Sun Belt,8-5,-3.9,83,5,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Indiana Hoosiers,Big Ten,2-10,-4.1,84,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami (OH) RedHawks,MAC,7-6,-4.1,85,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Rutgers Scarlet Knights,Big Ten,5-8,-4.2,86,4,5.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle Tennessee Blue Raiders,C-USA,7-6,-4.6,87,2,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Wyoming Cowboys,Mountain West,7-6,-5.4,88,4,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Colorado Buffaloes,Pac-12,4-8,-5.4,89,3,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tulane Green Wave,American,2-10,-5.5,90,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stanford Cardinal,Pac-12,3-9,-5.6,91,4,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida Atlantic Owls,C-USA,5-7,-7.2,92,1,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Illinois Huskies,MAC,9-5,-7.3,93,4,9.0-5.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
Northwestern Wildcats,Big Ten,3-9,-7.5,94,2,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Michigan Eagles,MAC,7-6,-7.8,95,4,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
North Texas Mean Green,C-USA,6-7,-7.9,96,2,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Colorado State Rams,Mountain West,3-9,-8.6,97,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Trojans,Sun Belt,5-7,-8.8,98,3,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buffalo Bulls,MAC,4-8,-8.8,99,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent State Golden Flashes,MAC,7-7,-9.0,100,--,7.0-7.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Navy Midshipmen,American,4-8,-9.1,101,2,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawai'i Rainbow Warriors,Mountain West,6-7,-9.1,102,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Ball State Cardinals,MAC,6-7,-9.2,103,8,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Louisiana Tech Bulldogs,C-USA,3-9,-10.2,104,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Old Dominion Monarchs,C-USA,6-7,-10.4,105,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Arizona Wildcats,Pac-12,1-11,-11.3,106,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Florida Bulls,American,2-10,-11.5,107,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San José State Spartans,Mountain West,5-7,-11.6,108,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Alabama Jaguars,Sun Belt,5-7,-11.9,109,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTEP Miners,C-USA,7-6,-12.0,110,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Georgia Southern Eagles,Sun Belt,3-9,-13.9,111,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNLV Rebels,Mountain West,2-10,-14.4,112,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Blue Devils,ACC,3-9,-15.0,113,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kansas Jayhawks,Big 12,2-10,-15.2,114,1,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ohio Bobcats,MAC,3-9,-15.4,115,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern Miss Golden Eagles,C-USA,3-9,-15.8,116,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte 49ers,C-USA,5-7,-16.0,117,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas State Red Wolves,Sun Belt,2-10,-16.2,118,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas State Bobcats,Sun Belt,4-8,-16.3,119,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UL Monroe Warhawks,Sun Belt,4-8,-16.6,120,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanderbilt Commodores,SEC,2-10,-16.9,121,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rice Owls,C-USA,4-8,-18.1,122,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowling Green Falcons,MAC,4-8,-18.7,123,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico Lobos,Mountain West,3-9,-20.8,124,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Temple Owls,American,3-9,-23.4,125,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida International Panthers,C-USA,1-11,-24.6,126,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico State Aggies,FBS Indep.,2-10,-25.0,127,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akron Zips,MAC,2-10,-25.2,128,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UConn Huskies,FBS Indep.,1-11,-25.9,129,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UMass Minutemen,FBS Indep.,1-11,-30.1,130,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
