team,conference,w-l,fpi,fpi_rank,fpi_trend,proj_w-l,win_out_perc,six_win_perc,win_div_perc,win_conf_perc,playoff_perc,nc_perc,win_nc
South Alabama Jaguars,Sun Belt,10-3,-1.4,72,3,10.0-3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Arizona Wildcats,Pac-12,5-7,-2.0,73,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louisiana Ragin' Cajuns,Sun Belt,6-7,-2.1,74,1,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Arizona State Sun Devils,Pac-12,3-9,-2.2,75,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Army Black Knights,FBS Indep.,6-6,-2.5,76,--,6.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Toledo Rockets,MAC,9-5,-3.3,77,2,9.0-5.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
North Texas Mean Green,C-USA,7-7,-3.4,78,1,7.0-7.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Navy Midshipmen,American,4-8,-3.5,79,1,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia Tech Yellow Jackets,ACC,5-7,-3.5,80,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberty Flames,FBS Indep.,8-5,-3.9,81,2,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Stanford Cardinal,Pac-12,3-9,-3.9,82,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia Cavaliers,ACC,3-7,-4.0,83,2,3.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tulsa Golden Hurricane,American,5-7,-4.1,84,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Hoosiers,Big Ten,4-8,-4.2,85,3,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida Atlantic Owls,C-USA,5-7,-4.4,86,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia State Panthers,Sun Belt,4-8,-4.9,87,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Diego State Aztecs,Mountain West,7-6,-5.4,88,1,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
San José State Spartans,Mountain West,7-5,-5.9,89,1,7.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Ohio Bobcats,MAC,10-4,-6.0,90,2,10.0-4.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Georgia Southern Eagles,Sun Belt,6-7,-6.0,91,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Southern Miss Golden Eagles,Sun Belt,7-6,-6.1,92,2,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Virginia Tech Hokies,ACC,3-8,-6.2,93,--,3.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coastal Carolina Chanticleers,Sun Belt,9-4,-6.5,94,4,9.0-4.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Middle Tennessee Blue Raiders,C-USA,8-5,-6.6,95,--,8.0-5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Vanderbilt Commodores,SEC,5-7,-6.8,96,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent State Golden Flashes,MAC,5-7,-7.0,97,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston College Eagles,ACC,3-9,-7.4,98,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwestern Wildcats,Big Ten,1-11,-7.6,99,1,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buffalo Bulls,MAC,7-6,-7.7,100,1,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Rutgers Scarlet Knights,Big Ten,4-8,-7.8,101,1,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wyoming Cowboys,Mountain West,7-6,-9.3,102,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Eastern Michigan Eagles,MAC,9-4,-9.7,103,2,9.0-4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
South Florida Bulls,American,1-11,-10.5,104,1,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Old Dominion Monarchs,Sun Belt,3-9,-10.5,105,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNLV Rebels,Mountain West,5-7,-10.8,106,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Michigan Chippewas,MAC,4-8,-11.1,107,1,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTEP Miners,C-USA,5-7,-11.4,108,1,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah State Aggies,Mountain West,6-7,-11.5,109,2,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Miami (OH) RedHawks,MAC,6-7,-11.7,110,1,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Temple Owls,American,3-9,-11.8,111,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas State Red Wolves,Sun Belt,3-9,-12.0,112,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Michigan Broncos,MAC,5-7,-12.5,113,--,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas State Bobcats,Sun Belt,4-8,-12.9,114,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ball State Cardinals,MAC,5-7,-13.1,115,1,5.0-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louisiana Tech Bulldogs,C-USA,3-9,-13.2,116,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UL Monroe Warhawks,Sun Belt,4-8,-13.7,117,1,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rice Owls,C-USA,5-8,-14.1,118,1,5.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Illinois Huskies,MAC,3-9,-14.2,119,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UConn Huskies,FBS Indep.,6-7,-14.7,120,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
New Mexico State Aggies,FBS Indep.,7-6,-14.9,121,--,7.0-6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Bowling Green Falcons,MAC,6-7,-16.2,122,--,6.0-7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Nevada Wolf Pack,Mountain West,2-10,-16.5,123,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Buffaloes,Pac-12,1-11,-17.1,124,1,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado State Rams,Mountain West,3-9,-17.1,125,1,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akron Zips,MAC,2-10,-17.3,126,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte 49ers,C-USA,3-9,-17.8,127,--,3.0-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico Lobos,Mountain West,2-10,-19.1,128,--,2.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawai'i Rainbow Warriors,Mountain West,3-10,-19.5,129,--,3.0-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UMass Minutemen,FBS Indep.,1-11,-24.2,130,--,1.0-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida International Panthers,C-USA,4-8,-25.4,131,--,4.0-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
