Rk,Team,Rec,FBS,FEI,OFEI,Rk,DFEI,Rk,NDE,Rk,NPD,Rk,NAY,Rk,NPP,Rk,ELS,Rk,GLS,Rk,ALS,Rk
51,California,5-7,4-7,.07,.57,25,-.54,105,-.52,89,-.45,85,-.078,93,-.60,95,1.08,40,3.59,42,7.33,41
52,BYU,8-5,7-5,.06,.13,50,-.04,64,.27,52,.26,49,.020,58,.30,51,.19,114,1.61,84,5.35,71
53,Michigan,5-7,5-7,.06,-.46,84,.60,28,-.17,72,-.18,76,.031,53,.59,35,1.02,45,3.25,52,7.00,51
54,Kentucky,5-7,4-7,.06,.09,52,-.16,68,-.56,94,-.46,86,-.055,83,-.46,84,1.34,22,4.16,23,7.33,42
55,Cincinnati,9-4,9-4,.04,.41,32,-.35,90,.32,47,.31,42,.013,62,.46,43,.72,61,2.14,73,5.12,73
56,Oklahoma State,7-6,6-6,.03,-.08,65,.01,62,-.56,93,-.43,84,-.064,90,-.21,74,1.26,26,4.05,25,7.69,28
57,Northwestern,5-7,4-7,.02,-.46,85,.44,39,-.32,76,-.23,77,-.046,79,-.82,99,.50,78,2.65,62,6.69,57
58,East Carolina,8-5,7-5,.02,.40,34,-.16,70,.72,25,.59,28,.142,12,.88,23,.26,101,1.43,88,4.30,88
59,Maryland,7-6,6-6,.02,-.11,68,.03,59,-.55,92,-.41,82,-.119,108,-.35,79,1.23,29,3.82,29,7.52,34
60,Navy,8-5,7-5,.00,.53,28,-.33,87,.40,40,.43,36,.005,65,.61,33,.66,65,1.84,76,4.84,76
61,Western Kentucky,8-5,8-5,-.01,.92,11,-.98,118,.28,51,.23,54,.016,60,.56,38,.34,88,1.40,93,4.50,83
62,Georgia Southern,9-3,8-3,-.02,.36,37,-.29,85,.96,14,.88,20,.125,15,1.31,15,.35,87,1.07,109,2.77,122
63,Rutgers,8-5,7-5,-.02,.12,51,-.13,65,-.36,79,-.32,78,-.081,96,-.30,77,1.18,30,3.51,44,7.13,49
64,Utah State,10-4,9-4,-.02,-.54,93,.57,32,.52,33,.38,39,.052,39,1.42,11,.26,98,1.36,96,4.45,84
65,Air Force,10-3,9-3,-.03,-.25,76,.20,51,.44,37,.59,29,.037,51,-.12,66,.16,117,1.06,110,3.86,102
66,UAB,6-6,5-6,-.04,-.28,77,-.20,74,-.33,77,-.15,75,.015,61,-.38,81,.89,53,2.61,64,4.97,74
67,UCF,9-4,8-4,-.05,-.47,88,.60,26,.66,27,.57,30,.101,21,.77,29,.24,106,1.35,97,4.17,94
68,Western Michigan,8-5,7-5,-.07,.34,39,-.21,76,.85,19,.69,23,.081,27,1.54,10,.15,120,.68,123,3.07,117
69,Oregon State,5-7,4-7,-.10,.05,53,-.24,77,-.55,91,-.58,94,-.059,87,-.15,70,1.03,44,3.30,50,6.81,54
70,Nevada,7-6,6-6,-.11,-.14,70,-.26,80,-.05,66,.06,65,-.050,81,-.48,87,.23,108,1.41,91,4.68,80
71,Illinois,6-7,5-7,-.13,-.02,61,-.15,66,-.59,95,-.66,96,-.095,102,-.84,102,1.05,42,3.67,37,7.75,25
72,Washington State,3-9,2-9,-.14,.31,41,-.46,96,-.76,103,-.85,104,-.029,73,-.56,93,1.10,38,3.79,30,7.70,27
73,Houston,8-5,7-5,-.14,-.23,73,-.16,67,.30,48,.22,56,.039,49,.57,37,.14,122,.98,114,3.64,108
74,Toledo,9-4,8-4,-.15,.36,38,-.62,108,.34,44,.33,41,.060,36,.34,48,.24,107,.98,113,3.55,109
75,North Carolina,6-7,5-7,-.15,.45,31,-.75,112,-.82,107,-.91,110,-.084,99,-1.32,114,.62,67,3.25,53,7.87,24
76,Texas Tech,4-8,3-8,-.16,.55,26,-.65,109,-.66,98,-.79,101,-.059,86,-.13,68,1.41,20,4.12,24,7.34,40
77,Syracuse,3-9,2-9,-.17,-.86,110,.62,25,-.69,100,-.86,105,-.063,89,-.44,83,.50,77,2.76,59,6.82,53
78,Temple,6-6,5-6,-.19,-1.11,120,.52,34,-.23,75,-.15,74,-.057,85,-.20,72,.14,123,1.11,105,4.13,96
79,San Diego State,7-6,6-6,-.19,-.65,102,.22,50,.25,53,.26,50,.085,24,.83,26,.16,118,.88,118,3.52,111
80,Colorado,2-10,2-10,-.19,-.03,62,-.41,93,-.76,102,-.78,100,-.079,94,-1.52,119,1.09,39,3.74,33,7.62,31
81,Northern Illinois,11-3,10-3,-.20,.02,55,-.28,82,.39,42,.42,37,.026,55,-.02,62,.57,69,1.71,80,4.12,97
82,Rice,8-5,8-5,-.21,-.09,66,-.34,88,.19,58,.10,63,.025,56,-.13,67,.45,82,1.75,77,4.61,81
83,Purdue,3-9,2-9,-.21,-.55,95,-.03,63,-1.01,112,-.87,107,-.154,118,-1.01,104,.75,58,3.05,55,6.81,55
84,Indiana,4-8,3-8,-.21,-.24,74,-.17,71,-.64,96,-.68,97,-.099,103,-.59,94,.99,47,2.95,57,6.12,64
85,Arkansas State,7-6,6-6,-.23,-.10,67,-.29,84,.35,43,.29,45,.048,42,.28,54,.25,102,1.09,107,3.51,112
86,Louisiana,9-4,8-4,-.24,.04,54,-.52,103,.09,63,.25,52,.012,63,-.13,69,.53,72,1.67,81,3.98,101
87,Iowa State,2-10,2-9,-.29,.00,57,-.53,104,-1.12,115,-1.19,118,-.146,116,-1.49,117,1.11,37,3.65,38,7.20,47
88,Middle Tennessee,6-6,5-6,-.29,-.30,78,-.44,94,-.46,82,-.41,81,-.080,95,-.47,85,.32,90,1.62,83,4.72,78
89,Central Michigan,7-6,6-6,-.29,-.14,69,-.16,69,.45,36,.25,51,.026,54,.50,40,.12,124,.56,124,3.05,118
90,Florida International,4-8,3-7,-.34,-1.12,122,.25,48,-.50,86,-.57,93,-.142,115,-1.45,116,.31,93,1.35,98,3.86,103
91,UTEP,7-6,7-6,-.35,-.50,89,-.19,72,-.08,68,-.10,73,.001,67,-.85,103,.39,86,1.47,85,4.29,89
92,Appalachian State,7-5,6-4,-.37,-.06,64,-.51,102,.45,35,.28,47,.055,38,.59,34,.10,127,.44,127,2.12,127
93,Kansas,3-9,2-9,-.39,-.78,109,.10,57,-1.21,122,-1.30,121,-.207,124,-2.14,126,1.14,36,3.71,34,7.26,45
94,Wake Forest,3-9,2-9,-.42,-.97,116,.12,56,-1.13,116,-1.01,112,-.210,125,-2.03,123,.48,80,2.57,65,6.25,63
95,Vanderbilt,3-9,2-9,-.43,-.74,106,-.21,75,-1.40,124,-1.41,123,-.166,122,-1.16,109,1.43,19,4.17,22,7.29,43
96,Ball State,5-7,4-6,-.43,-.58,96,-.41,92,-.20,73,.00,71,-.083,98,-.72,96,.10,128,.51,125,2.46,124
97,Fresno State,6-8,5-8,-.45,-.62,98,-.48,97,-.80,105,-.76,98,-.083,97,-1.19,110,.52,74,2.27,72,5.58,68
98,South Alabama,6-7,6-7,-.48,-1.05,118,.02,60,-.36,80,-.32,79,-.041,78,-.47,86,.44,83,1.47,86,3.98,100
99,Texas State,7-5,6-5,-.49,-.58,97,-.56,106,-.15,71,-.05,72,-.038,76,-.40,82,.11,125,.50,126,2.42,126
100,UTSA,4-8,4-8,-.50,-1.20,125,.18,53,-.54,90,-.50,90,-.087,100,-1.02,105,.26,99,1.28,100,4.27,90
101,Hawaii,4-9,3-9,-.51,-.88,112,-.48,98,-.80,106,-.56,92,-.087,101,-1.08,106,.15,121,.97,115,4.01,99
102,Old Dominion,6-6,5-6,-.54,.31,40,-1.31,126,-.45,81,-.61,95,-.063,88,.33,49,.32,91,1.40,94,4.19,92
103,Florida Atlantic,3-9,3-9,-.55,-.54,92,-.57,107,-.67,99,-.77,99,-.075,92,-.54,91,.94,49,2.30,70,4.76,77
104,Bowling Green,8-6,7-6,-.55,-.67,103,-.49,99,-.49,85,-.49,88,-.067,91,-.72,97,.30,95,1.08,108,3.72,106
105,UL Monroe,4-8,4-8,-.57,-1.24,126,.01,61,-.51,87,-.49,89,-.039,77,-.49,88,.34,89,1.40,92,4.02,98
106,New Mexico,4-8,4-8,-.57,.01,56,-1.24,125,-.77,104,-.82,103,-.125,111,-.37,80,.23,110,1.27,101,4.18,93
107,Tulane,3-9,2-9,-.58,-1.13,124,.33,46,-.66,97,-.81,102,-.122,110,-1.24,113,.39,85,1.88,75,5.16,72
108,Akron,5-7,4-7,-.59,-1.11,121,-.24,78,-.47,83,-.38,80,-.037,75,-.78,98,.26,100,1.00,112,2.84,121
109,Ohio,6-6,5-6,-.62,-1.04,117,-.25,79,-.52,88,-.47,87,-.028,72,-.31,78,.25,103,.96,116,3.01,119
110,Southern Mississippi,3-9,2-9,-.65,-.74,105,-.80,114,-1.56,125,-1.45,125,-.195,123,-1.50,118,1.15,34,2.82,58,5.43,70
111,Miami (OH),2-10,2-9,-.67,-.54,91,-.81,115,-.85,108,-.88,109,-.139,114,-.84,101,.25,104,1.10,106,3.49,113
112,Wyoming,4-8,3-8,-.67,-.65,101,-.68,110,-1.11,114,-1.21,119,-.162,121,-1.55,121,.91,51,2.37,68,4.92,75
113,Massachusetts,3-9,3-9,-.69,-.46,86,-.96,117,-.48,84,-.53,91,-.047,80,.06,61,.15,119,.70,122,2.93,120
114,South Florida,4-8,3-8,-.69,-1.13,123,-.29,83,-1.06,113,-1.05,114,-.132,113,-1.23,112,.30,94,1.66,82,4.69,79
115,Buffalo,5-6,3-6,-.70,-.37,79,-1.06,119,-.33,78,-.43,83,-.020,70,-.10,65,.31,92,.76,121,1.83,128
116,North Texas,4-8,3-8,-.70,-.90,114,-.74,111,-.97,111,-.87,106,-.114,106,-1.54,120,.18,115,.89,117,3.42,114
117,San Jose State,3-9,2-9,-.72,-.75,107,-.50,101,-.93,110,-1.13,116,-.054,82,-.53,90,.46,81,1.71,79,4.54,82
118,Army,4-8,3-7,-.73,-.44,82,-.95,116,-.85,109,-.96,111,-.116,107,-1.15,108,.23,111,1.01,111,3.26,115
119,Kent State,2-9,2-9,-.74,-.88,113,-.50,100,-.75,101,-.87,108,-.104,104,-.83,100,.62,66,1.31,99,3.14,116
120,Tulsa,2-10,2-10,-.75,-.46,83,-1.17,121,-1.15,118,-1.12,115,-.120,109,-2.05,124,.28,96,1.42,90,4.41,86
121,Connecticut,2-10,1-10,-.82,-1.08,119,-.44,95,-1.15,117,-1.17,117,-.160,119,-.52,89,.17,116,1.23,102,4.13,95
122,UNLV,2-11,1-11,-.83,-.63,99,-1.21,124,-1.39,123,-1.42,124,-.151,117,-1.57,122,.19,113,1.12,104,4.33,87
123,Idaho,1-10,1-10,-.93,-.71,104,-1.35,127,-1.17,120,-1.05,113,-.110,105,-2.08,125,.11,126,.42,128,2.42,125
124,Troy,3-9,3-8,-.95,-.78,108,-1.17,122,-1.17,121,-1.32,122,-.161,120,-1.33,115,.56,70,1.46,87,3.52,110
125,New Mexico State,2-10,1-10,-1.07,-.95,115,-1.10,120,-1.17,119,-1.30,120,-.127,112,-1.14,107,.26,97,.87,119,2.73,123
126,SMU,1-11,1-11,-1.17,-1.59,127,-.76,113,-2.17,127,-2.15,127,-.337,128,-2.54,127,.83,54,2.64,63,5.58,67
127,Georgia State,1-11,0-11,-1.22,-.50,90,-1.86,128,-1.85,126,-1.95,126,-.225,126,-1.21,111,.25,105,1.15,103,3.74,105
128,Eastern Michigan,2-10,1-10,-1.32,-1.67,128,-1.18,123,-2.42,128,-2.40,128,-.319,127,-2.69,128,.44,84,1.42,89,3.82,104
