Rk,Team,Rec,FBS,FEI,OFEI,Rk,DFEI,Rk,NDE,Rk,NPD,Rk,NAY,Rk,NPP,Rk,ELS,Rk,GLS,Rk,ALS,Rk
28,Iowa,8-5,7-5,.42,-.12,66,.95,10,.41,46,.39,44,.096,33,.72,34,1.11,47,3.86,34,7.41,42
29,Oregon State,7-6,7-5,.40,.47,32,.44,35,.46,41,.31,52,.111,24,.40,51,1.60,20,4.33,24,7.66,33
30,BYU,8-5,7-5,.39,.16,47,.79,18,.54,36,.41,42,.102,30,.61,38,.83,62,3.51,45,7.73,29
31,Bowling Green,10-4,9-4,.37,.41,36,.19,55,1.37,8,1.55,7,.190,6,1.21,18,.22,108,1.29,105,4.13,100
32,Notre Dame,9-4,9-4,.37,.42,35,.35,41,.48,39,.47,38,.061,43,1.13,22,1.28,29,4.18,26,7.76,28
33,Texas,8-5,8-5,.35,.10,52,.70,22,.18,60,.26,57,.022,57,.00,68,1.69,15,5.00,10,8.79,7
34,Florida,4-8,4-7,.34,-.40,88,1.14,5,-.08,69,-.27,76,.008,60,-.62,85,1.87,10,4.54,21,7.79,25
35,Miami,9-4,8-4,.33,.73,20,-.04,70,.27,55,.28,54,.051,49,1.10,24,1.28,28,3.45,48,7.30,46
36,Georgia Tech,7-6,5-6,.33,.44,33,.09,62,-.12,70,.06,64,-.008,65,-.35,75,.71,68,3.42,52,7.60,34
37,Michigan,7-6,7-6,.30,.28,42,.38,39,.37,48,.38,45,.003,63,.07,61,.88,58,3.61,43,7.77,27
38,Utah,5-7,4-7,.30,-.03,55,.50,33,-.48,81,-.25,74,-.079,87,-.48,80,1.76,12,5.19,7,8.75,9
39,Texas Tech,8-5,7-5,.28,.54,29,.32,45,.39,47,.26,56,.089,35,.28,54,1.36,26,4.13,29,7.50,38
40,Virginia Tech,8-5,7-5,.28,-.36,82,1.21,4,.33,52,.22,59,.054,47,.22,57,1.04,50,3.60,44,7.86,22
41,Houston,8-5,7-5,.28,-.12,67,.62,26,.46,40,.42,41,.035,53,.44,47,.54,75,2.21,70,5.77,65
42,Vanderbilt,9-4,8-4,.28,-.06,59,.43,36,.07,62,.26,55,-.016,69,.06,63,1.13,44,3.85,35,7.18,48
43,North Carolina,7-6,6-6,.27,.24,45,.41,37,.41,45,.33,48,.028,56,.08,60,.50,79,2.69,64,7.03,50
44,Duke,10-4,9-4,.26,.28,43,.15,59,.23,58,.38,46,.014,59,.43,49,1.23,34,3.30,55,7.27,47
45,Utah State,9-5,8-5,.26,-.56,97,.93,12,.57,34,.62,33,.058,45,.42,50,.35,95,1.93,79,5.43,71
46,East Carolina,10-3,9-3,.22,.54,28,.13,60,1.47,7,1.46,9,.190,7,1.30,15,.17,113,.98,115,3.57,113
47,TCU,4-8,3-8,.20,-.54,96,1.14,6,-.06,67,-.05,67,-.008,66,.09,59,1.33,27,4.13,28,7.50,37
48,Nebraska,9-4,8-4,.18,-.10,63,.44,34,.24,57,.20,60,.014,58,.20,58,.75,65,3.11,56,6.59,60
49,Minnesota,8-5,7-5,.17,-.05,57,.28,47,.05,64,.09,62,-.037,76,-.59,84,.64,72,2.85,61,6.69,58
50,Boise State,8-5,7-5,.16,.17,46,-.04,71,.51,37,.77,29,.038,52,.74,32,.51,77,2.09,74,4.96,76
51,Indiana,5-7,4-7,.16,.93,15,-.74,106,-.44,80,-.34,77,-.070,85,-.38,76,1.19,36,4.00,32,7.50,36
52,Washington State,6-7,5-7,.15,-.08,62,.16,58,-.61,89,-.53,84,-.081,91,-.85,94,2.07,3,5.54,4,8.74,10
53,Fresno State,11-2,10-2,.14,.55,27,-.11,75,1.10,18,.99,22,.144,14,1.13,21,.27,104,1.15,109,3.73,108
54,Pittsburgh,7-6,6-6,.10,-.01,53,.29,46,-.05,66,-.11,69,-.023,73,.01,67,1.17,40,3.43,51,7.45,40
55,Marshall,10-4,9-4,.09,.49,31,-.31,88,1.11,17,1.14,14,.140,16,1.25,17,.18,112,.92,117,3.50,115
56,Northern Illinois,12-2,11-2,.09,.39,37,-.08,73,1.30,10,1.16,12,.141,15,1.31,13,.27,105,1.31,104,3.63,111
57,Penn State,7-5,7-5,.08,-.25,75,.61,28,.37,50,.31,49,.067,40,.43,48,.83,63,3.08,57,6.48,61
58,Northwestern,5-7,4-7,.07,-.14,69,.28,48,-.13,72,-.07,68,-.022,71,-.11,71,.92,57,3.32,54,6.69,57
59,Cincinnati,9-4,8-4,.07,.12,50,.35,40,1.02,22,.90,26,.171,13,1.12,23,.39,94,1.47,98,4.25,94
60,North Texas,9-4,9-4,.06,-.39,87,.39,38,.89,25,.98,23,.106,28,.37,52,.26,106,.93,116,3.21,117
61,Navy,9-4,8-4,.05,.57,26,-.62,100,.43,42,.47,37,.033,54,.23,55,.20,110,1.32,103,4.59,83
62,Tennessee,5-7,4-7,.03,-.37,83,.24,52,-.98,105,-.95,105,-.080,88,-1.05,101,2.16,2,5.16,8,8.07,18
63,Boston College,7-6,6-6,.00,.15,48,-.19,81,-.26,73,-.14,71,-.049,79,.37,53,1.38,25,3.45,49,6.67,59
64,Toledo,7-5,6-5,-.01,.36,41,-.51,95,.17,61,.28,53,.065,42,.47,45,.50,81,1.99,77,4.72,81
65,Ball State,10-3,9-3,-.03,.39,38,-.30,87,1.23,12,1.21,10,.138,17,1.31,12,.12,122,.58,121,2.53,122
66,Colorado State,8-6,7-6,-.06,-.11,65,-.10,74,.43,43,.49,36,.030,55,.51,42,.72,67,1.73,87,4.18,98
67,Buffalo,8-5,7-5,-.06,-.24,74,.04,65,.49,38,.42,39,.047,50,-.17,72,.84,60,2.13,73,4.05,101
68,West Virginia,4-8,3-8,-.07,-.39,85,.17,57,-.73,96,-.75,97,-.081,90,-.43,79,1.11,45,3.65,41,6.92,53
69,Syracuse,7-6,6-6,-.07,-.29,79,.17,56,-.39,79,-.42,80,-.064,84,-.74,90,1.15,42,3.03,58,6.91,54
70,Iowa State,3-9,3-8,-.07,-.04,56,.04,66,-.62,90,-.60,90,-.120,102,-1.31,104,1.17,39,3.94,33,7.43,41
71,Maryland,7-6,6-6,-.09,-.48,91,.20,53,-.27,74,-.26,75,.008,61,.54,41,1.13,43,2.58,67,5.76,66
72,Illinois,4-8,3-8,-.10,.38,39,-.55,98,-.56,85,-.52,83,-.080,89,-.53,83,1.07,48,3.62,42,6.79,56
73,Rice,10-4,10-4,-.13,-.32,80,.00,68,.32,53,.31,51,.054,48,.07,62,.43,89,1.86,82,4.96,77
74,Wake Forest,4-8,3-8,-.17,-.78,105,.32,42,-.61,88,-.60,89,-.158,107,-1.07,102,1.18,38,2.86,60,5.91,63
75,South Alabama,6-6,6-5,-.18,-.15,71,-.23,83,.62,31,.56,35,.111,25,.69,35,.11,123,.48,124,2.54,121
76,Florida Atlantic,6-6,6-6,-.19,-.53,94,.25,51,.42,44,.22,58,.061,44,.44,46,.50,78,1.72,89,4.19,96
77,Arkansas,3-9,2-9,-.20,-.02,54,-.36,90,-.96,104,-.86,102,-.130,104,-.77,91,1.87,9,4.89,12,7.72,31
78,UTSA,7-5,7-5,-.23,-.14,70,-.12,77,.21,59,.10,61,.007,62,.65,37,.47,86,1.91,80,4.59,84
79,Tulane,7-6,6-6,-.24,-.96,111,.28,49,-.13,71,.04,65,-.029,74,-.38,77,.14,121,.84,119,3.64,110
80,NC State,3-9,2-9,-.25,-.57,98,-.12,76,-.87,103,-.89,103,-.061,81,-1.05,100,1.16,41,2.81,62,5.81,64
81,San Diego State,8-5,8-4,-.26,-.39,86,-.06,72,.06,63,-.01,66,.072,39,.59,39,.49,83,1.73,88,4.37,92
82,Middle Tennessee,8-5,7-5,-.28,-.36,81,-.26,84,.01,65,-.13,70,-.023,72,.22,56,.22,109,1.50,97,4.49,85
83,SMU,5-7,4-7,-.28,-.26,77,-.17,79,-.38,78,-.37,78,-.040,77,.06,66,.48,85,2.17,72,5.56,69
84,Memphis,3-9,2-9,-.29,-.82,107,-.04,69,-.79,100,-.64,91,-.092,95,-.62,86,.50,80,2.02,76,5.20,73
85,Virginia,2-10,1-10,-.29,-.72,101,.26,50,-1.18,106,-1.19,106,-.147,106,-1.87,114,.96,54,3.68,40,7.79,24
86,Colorado,4-8,2-8,-.30,-.28,78,-.28,85,-1.37,107,-1.50,112,-.163,109,-1.46,109,1.60,18,4.65,19,7.72,30
87,Louisiana,9-4,8-4,-.31,-.10,64,-.54,97,.28,54,.31,50,-.009,67,-.03,69,.27,103,.84,118,2.77,120
88,San Jose State,6-6,5-6,-.31,.37,40,-.97,115,-.36,76,-.41,79,-.014,68,.06,65,.49,82,1.82,84,4.89,79
89,Western Kentucky,8-4,7-4,-.31,-.39,84,-.29,86,.35,51,.40,43,.117,21,.65,36,.11,124,.49,123,2.49,123
90,Kentucky,2-10,1-10,-.35,-.06,58,-.74,105,-1.39,108,-1.36,109,-.191,110,-1.51,110,1.69,14,4.70,17,7.82,23
91,Rutgers,6-7,5-7,-.36,-.50,92,-.44,92,-.80,102,-.71,94,-.055,80,-.49,81,.54,74,2.30,68,5.72,67
92,Arkansas State,8-5,7-5,-.38,-.53,95,-.47,93,-.30,75,-.16,72,-.019,70,-.88,96,.74,66,1.83,83,3.85,105
93,Temple,2-10,2-9,-.39,-.19,73,-.67,102,-.59,87,-.66,92,-.124,103,-.92,97,.53,76,2.08,75,4.95,78
94,Connecticut,3-9,3-8,-.39,-.73,102,.02,67,-.64,91,-.75,98,-.116,100,-1.04,99,.48,84,1.94,78,5.17,74
95,Nevada,4-8,3-8,-.39,.14,49,-.88,110,-.74,97,-.75,99,-.104,99,-1.84,113,1.20,35,2.64,66,5.35,72
96,UNLV,7-6,6-6,-.43,-.12,68,-.51,94,-.06,68,-.17,73,-.007,64,-.31,73,.26,107,1.44,99,4.41,89
97,California,1-11,0-11,-.44,-.45,89,-.57,99,-2.01,120,-1.94,120,-.222,115,-2.34,119,1.96,6,5.44,5,8.79,8
98,Kansas,3-9,2-9,-.45,-1.07,115,.11,61,-1.52,112,-1.47,111,-.227,116,-2.13,115,1.11,46,3.73,37,7.16,49
99,South Florida,2-10,2-9,-.46,-1.39,122,.19,54,-1.45,110,-1.19,107,-.204,113,-1.69,112,.68,69,2.68,65,6.10,62
100,Hawaii,1-11,1-11,-.49,-.77,104,-.20,82,-.75,98,-.69,93,-.100,98,-.87,95,.33,98,1.72,90,5.10,75
101,Tulsa,3-9,3-9,-.52,-.98,112,.05,64,-.71,95,-.73,95,-.096,96,-.65,87,.34,96,1.90,81,5.43,70
102,Kent State,4-8,3-8,-.54,-.46,90,-.78,107,-.78,99,-.84,101,-.089,93,-.49,82,.40,91,1.69,91,4.42,88
103,Ohio,7-6,6-6,-.55,-.76,103,-.66,101,-.58,86,-.49,82,-.036,75,-.39,78,.40,90,1.74,86,4.30,93
104,Akron,5-7,4-7,-.59,-.96,110,-.17,80,-.65,93,-.74,96,-.077,86,-.71,89,.31,100,1.63,95,4.47,86
105,Troy,6-6,5-6,-.63,-.08,61,-1.37,120,-.65,92,-.55,86,-.061,83,-1.02,98,.32,99,1.35,101,3.65,109
106,UL Monroe,6-6,5-6,-.65,-.78,106,-.35,89,-.52,83,-.77,100,-.097,97,-.84,93,.65,70,1.67,93,3.84,106
107,Wyoming,5-7,4-7,-.66,-.18,72,-1.00,116,-.37,77,-.53,85,-.046,78,-.03,70,.16,116,1.09,113,3.59,112
108,Army,3-9,2-9,-.72,-.50,93,-.97,113,-.80,101,-.94,104,-.116,101,-1.41,107,.46,88,1.34,102,3.56,114
109,Central Michigan,6-6,5-6,-.78,-.87,108,-.71,104,-.53,84,-.49,81,-.088,92,-.67,88,.14,119,.82,120,2.95,118
110,New Mexico,3-9,3-9,-.80,-.07,60,-1.97,122,-1.39,109,-1.30,108,-.134,105,-1.36,105,.16,117,1.11,111,3.92,104
111,Purdue,1-11,0-11,-.81,-.91,109,-.87,109,-2.44,124,-2.46,124,-.322,124,-2.47,121,.94,56,3.73,36,7.78,26
112,Texas State,6-6,5-6,-.81,-1.37,120,-.44,91,-.68,94,-.57,88,-.090,94,-.82,92,.14,120,.50,122,2.15,125
113,Louisiana Tech,4-8,3-8,-.87,-1.15,116,-.53,96,-.49,82,-.56,87,-.061,82,-.31,74,.11,125,.44,125,2.32,124
114,Western Michigan,1-11,1-10,-1.00,-1.38,121,-.69,103,-1.61,114,-1.47,110,-.228,118,-1.44,108,.34,97,1.68,92,4.46,87
115,Georgia State,0-12,0-9,-1.03,-1.17,117,-1.23,119,-1.68,115,-1.69,114,-.234,119,-1.67,111,.64,71,1.18,108,2.79,119
116,UAB,2-10,1-10,-1.09,-.64,100,-1.74,121,-1.81,118,-1.67,113,-.200,112,-2.18,116,.39,92,1.64,94,4.39,91
117,Idaho,1-11,1-10,-1.10,-1.28,118,-.95,112,-2.03,121,-2.05,121,-.228,117,-2.22,118,1.01,51,2.25,69,4.80,80
118,Air Force,2-10,1-10,-1.11,-.26,76,-2.09,125,-1.87,119,-1.81,118,-.248,121,-1.38,106,.19,111,1.19,107,4.01,102
119,UTEP,2-10,2-10,-1.14,-.58,99,-1.98,123,-1.71,116,-1.77,117,-.197,111,-2.65,122,.30,102,1.13,110,3.48,116
120,New Mexico State,2-10,1-10,-1.15,-1.01,113,-1.05,117,-1.51,111,-1.69,115,-.246,120,-2.44,120,.39,93,1.59,96,4.22,95
121,Massachusetts,1-11,1-10,-1.15,-1.35,119,-.83,108,-1.57,113,-1.75,116,-.217,114,-2.19,117,.57,73,2.18,71,4.68,82
122,Southern Mississippi,1-11,1-11,-1.29,-1.56,123,-1.09,118,-1.79,117,-1.81,119,-.160,108,-1.15,103,.16,118,1.21,106,4.15,99
123,Miami (OH),0-12,0-12,-1.32,-1.94,125,-.97,114,-2.29,123,-2.15,123,-.328,125,-2.70,123,.17,114,1.07,114,3.94,103
124,Florida International,1-11,1-10,-1.37,-1.86,124,-.94,111,-2.07,122,-2.06,122,-.272,122,-3.09,125,.46,87,1.81,85,4.19,97
125,Eastern Michigan,2-10,1-10,-1.50,-1.06,114,-2.01,124,-2.52,125,-2.71,125,-.299,123,-2.80,124,.16,115,1.10,112,3.83,107
