Rk,Team,Rec,FBS,FEI,OFEI,Rk,DFEI,Rk,NDE,Rk,NPD,Rk,NAY,Rk,NPP,Rk,ELS,Rk,GLS,Rk,ALS,Rk
39,Virginia,8-5,7-5,.29,.00,67,.65,24,.63,30,.63,31,.070,33,.36,48,.35,96,2.35,68,6.40,55
40,Purdue,6-7,6-7,.28,.61,29,-.11,71,-.11,72,.01,64,.006,65,.45,40,1.14,30,4.40,20,8.90,9
41,Miami,7-6,6-6,.27,-.39,89,.97,8,.42,41,.29,51,.053,40,.88,20,.50,75,2.53,63,6.79,50
42,Northwestern,9-5,9-5,.26,-.08,73,.66,23,.12,57,.12,61,-.002,70,-.39,84,1.24,25,4.59,17,9.03,7
43,Texas Tech,5-7,4-7,.24,.31,47,-.01,62,-.23,79,-.12,70,-.027,82,-.67,95,.89,47,3.53,41,7.51,39
44,Ole Miss,5-7,4-7,.22,.82,16,-.35,91,-.34,87,-.48,92,-.025,81,.42,43,2.24,10,4.94,14,7.56,34
45,Minnesota,7-6,7-6,.21,-.11,77,.44,29,.04,61,.16,58,.039,46,-.31,83,.82,53,3.63,37,7.96,29
46,Arizona State,7-6,7-6,.19,.66,24,-.17,76,.32,47,.32,47,.027,56,.12,67,.54,69,2.75,56,6.88,49
47,Maryland,5-7,5-7,.19,.21,52,.17,50,-.01,67,-.13,71,-.038,85,.37,46,1.16,28,4.03,29,7.52,38
48,Duke,8-5,7-5,.18,.24,49,.17,51,.03,63,.12,60,.008,64,.18,62,1.01,39,3.26,46,7.51,40
49,Pittsburgh,7-7,6-7,.18,.25,48,.07,58,-.36,89,-.39,87,-.072,94,-.47,90,1.46,21,4.55,18,9.04,6
50,TCU,7-6,6-6,.16,-.45,91,.78,19,-.19,76,-.32,84,.023,59,.36,49,1.13,33,4.04,28,8.10,27
51,Oregon,9-4,8-4,.16,.23,51,.28,38,.52,34,.34,45,.033,50,.27,55,.49,76,2.50,64,6.17,62
52,Boston College,7-5,6-5,.16,-.09,74,.24,41,.10,58,.19,57,-.023,79,-.26,81,.94,43,2.67,59,5.87,64
53,Temple,8-5,8-4,.15,-.02,69,.23,45,.42,39,.33,46,.060,35,.82,22,.34,99,1.82,86,5.09,76
54,Indiana,5-7,5-7,.15,.46,38,-.05,66,-.15,75,-.29,81,-.001,68,-.45,88,1.12,34,4.03,30,7.81,33
55,Kansas State,5-7,4-7,.11,.18,54,.00,60,-.31,85,-.21,79,-.057,90,-.98,104,1.28,23,4.09,24,7.53,37
56,Georgia Tech,7-6,6-6,.11,.73,19,-.62,102,-.04,69,-.02,65,.020,61,-.21,78,1.52,19,3.29,45,6.33,56
57,Tennessee,5-7,4-7,.09,.12,60,.20,46,-.72,101,-.82,103,-.073,95,-.48,91,2.76,4,5.89,4,8.37,19
58,Nebraska,4-8,3-8,.07,.39,42,-.22,81,-.34,88,-.31,82,-.039,87,.37,47,.97,42,3.64,36,7.38,41
59,BYU,7-6,6-6,.05,-.01,68,-.01,63,.13,56,.32,48,.032,51,.77,26,.54,71,2.43,66,5.72,69
60,Buffalo,10-4,9-4,.04,.57,30,-.34,88,.85,22,.78,24,.152,12,1.06,17,.31,105,1.50,102,4.58,88
61,Memphis,8-6,7-6,.04,.45,40,-.52,98,.42,38,.42,41,.057,36,1.10,15,.68,58,2.12,74,4.52,90
62,USC,5-7,5-7,.02,-.17,80,.09,55,-.29,82,-.20,78,-.020,77,.16,63,.63,59,2.87,52,6.72,51
63,Baylor,7-6,6-6,.02,.56,31,-.44,95,-.30,84,-.42,88,-.011,75,-.93,102,.97,41,3.91,31,8.04,28
64,Georgia Southern,10-3,9-3,.01,.13,57,-.18,77,.58,33,.75,28,.030,54,.43,42,.85,51,1.60,96,3.22,123
65,UAB,11-3,10-3,.00,-.10,76,.00,61,.72,26,.79,23,.086,29,.82,23,.39,90,1.15,117,3.48,119
66,California,7-6,6-6,-.04,-.79,116,.90,11,.00,66,-.08,68,.025,57,.26,57,.39,89,2.31,69,6.41,54
67,Wake Forest,7-6,6-6,-.04,.06,63,-.32,86,-.38,91,-.37,86,-.031,83,-.68,96,1.11,35,3.16,48,6.59,53
68,Air Force,5-7,4-7,-.06,.37,44,-.61,101,.03,62,.01,63,.022,60,-.45,89,.42,85,1.73,92,4.49,91
69,Miami (OH),6-6,6-6,-.07,.01,66,-.12,72,.31,49,.36,43,.054,38,.43,41,.34,97,1.74,90,4.75,86
70,Arizona,5-7,4-7,-.08,.07,62,-.13,74,-.15,73,-.19,77,.046,43,.39,44,.30,107,1.96,80,5.77,67
71,Wyoming,6-6,5-6,-.08,-.67,111,.41,31,-.22,78,-.14,72,-.002,71,.26,56,.81,54,2.77,54,5.33,74
72,Troy,10-3,9-3,-.09,-.47,92,.23,44,.35,44,.56,35,.042,44,.69,28,.26,111,1.31,108,3.77,114
73,North Texas,9-4,8-4,-.10,-.03,71,-.12,73,.71,27,.60,32,.111,23,.95,19,.23,117,.82,126,2.84,125
74,Colorado,5-7,4-7,-.11,-.14,78,.19,48,.01,64,-.10,69,.009,63,.04,71,.41,87,2.18,71,5.73,68
75,Houston,8-5,7-5,-.11,.53,34,-.69,104,.42,40,.32,49,.024,58,.80,25,.26,113,1.30,111,4.20,100
76,Toledo,7-6,6-6,-.12,.24,50,-.77,108,.08,60,.26,52,.046,42,.01,72,.30,106,1.30,110,3.93,108
77,Virginia Tech,6-7,5-7,-.12,.15,56,-.54,99,-.46,94,-.44,90,-.054,89,-.89,101,.43,83,2.53,62,6.71,52
78,UCLA,3-9,3-9,-.12,.12,58,-.33,87,-.85,105,-.92,106,-.129,106,-.60,93,.91,45,3.73,34,8.15,26
79,Marshall,9-4,8-4,-.13,-.50,96,.09,53,.29,51,.35,44,.082,32,.67,29,.17,123,.82,125,3.45,120
80,Arkansas State,8-5,7-5,-.14,-.18,82,.01,59,.35,46,.25,55,.106,24,.49,38,1.02,38,1.64,94,3.36,121
81,Middle Tennessee,8-6,7-6,-.14,-.16,79,-.02,64,.15,54,.10,62,.040,45,-.04,74,1.02,37,2.71,58,5.80,65
82,Nevada,8-5,7-5,-.15,-.60,106,.34,35,.08,59,.16,59,.006,66,.20,61,.42,86,1.74,91,4.68,87
83,Florida International,9-4,8-4,-.15,.45,39,-.85,110,.48,36,.57,34,.035,49,.38,45,.15,127,.83,124,3.15,124
84,Florida State,5-7,4-7,-.16,-.51,97,.09,56,-.80,104,-.84,104,-.138,110,-.25,80,1.36,22,3.68,35,6.97,46
85,Kansas,3-9,3-8,-.17,-.33,86,-.04,65,-.62,99,-.80,102,-.089,102,-1.14,108,.90,46,3.41,42,6.94,47
86,San Diego State,7-6,6-6,-.18,-.62,108,.34,36,-.15,74,-.17,74,-.022,78,.13,64,.47,78,2.18,72,5.56,72
87,Eastern Michigan,7-6,6-6,-.20,-.54,103,.19,49,.29,50,.26,54,.015,62,.30,53,.26,112,1.31,109,4.17,101
88,Northern Illinois,8-6,8-6,-.20,-.78,115,.24,43,-.27,80,-.23,80,-.058,91,-.41,86,.46,79,2.16,73,6.06,63
89,Florida Atlantic,5-7,4-7,-.21,-.10,75,-.31,85,-.08,71,-.18,76,-.001,69,.08,69,.62,62,1.82,87,4.36,95
90,North Carolina,2-9,1-9,-.26,-.18,83,-.35,90,-.76,102,-.68,100,-.082,99,-.41,87,.27,110,2.07,76,5.78,66
91,Southern Mississippi,6-5,5-5,-.27,-.92,120,.35,33,.16,53,.29,50,.053,39,.28,54,.31,104,1.01,121,2.73,127
92,Arkansas,2-10,1-10,-.28,-.57,104,-.06,67,-1.49,124,-1.38,119,-.199,123,-1.42,115,2.41,7,5.26,11,7.90,31
93,Tulane,7-6,6-6,-.29,-.53,102,-.08,70,-.21,77,-.17,75,-.012,76,.10,68,.39,91,1.53,99,4.57,89
94,Louisiana,7-7,6-7,-.40,.48,36,-1.24,122,-.34,86,-.35,85,-.039,86,.26,58,1.46,20,2.77,55,4.88,83
95,Louisiana Tech,8-5,7-5,-.41,-.61,107,-.19,78,-.06,70,-.14,73,.028,55,.25,59,.79,56,1.91,83,3.78,113
96,SMU,5-7,4-7,-.42,-.53,100,-.24,82,-.54,96,-.48,93,-.082,98,-.56,92,.60,64,2.22,70,5.18,75
97,South Florida,7-6,6-6,-.44,-.48,94,-.36,92,-.28,81,-.32,83,-.035,84,-.08,75,.32,103,1.51,101,4.35,96
98,Hawaii,8-6,7-6,-.48,.03,65,-1.09,119,-.57,98,-.50,94,-.078,97,-.24,79,.51,74,1.98,79,5.00,78
99,Western Michigan,7-6,6-6,-.52,-.02,70,-.77,107,-.29,83,-.51,95,-.004,72,-.66,94,.51,72,1.91,82,4.76,85
100,Tulsa,3-9,2-9,-.53,-.69,112,-.30,84,-.47,95,-.45,91,-.078,96,-.86,98,.22,118,1.11,118,3.91,109
101,Navy,3-10,2-10,-.54,-.26,85,-1.08,118,-1.41,121,-1.23,116,-.187,117,-1.84,121,.62,61,2.59,60,6.23,58
102,Illinois,4-8,3-8,-.55,-.07,72,-1.05,116,-1.22,114,-1.11,111,-.135,109,-1.24,110,.59,67,2.74,57,6.23,59
103,Charlotte,5-7,4-7,-.57,-.69,114,-.57,100,-.77,103,-.67,99,-.102,104,-1.38,114,.16,125,1.01,123,3.79,112
104,Akron,4-8,3-8,-.57,-1.33,128,-.07,68,-1.08,111,-1.00,108,-.179,116,-1.01,105,.34,102,1.83,85,4.88,82
105,UL Monroe,6-6,5-6,-.57,-.18,81,-.90,113,-.42,92,-.42,89,-.050,88,.12,65,.38,92,1.35,105,3.57,117
106,Rutgers,1-11,1-11,-.58,-.99,124,-.08,69,-1.40,120,-1.41,120,-.205,125,-1.54,116,.92,44,3.53,40,7.34,42
107,San Jose State,1-11,1-10,-.60,-.91,119,-.34,89,-1.27,116,-1.19,114,-.193,119,-1.68,119,.60,66,2.46,65,5.64,71
108,UNLV,4-8,3-8,-.62,-.20,84,-.83,109,-.66,100,-.85,105,-.117,105,-1.17,109,.37,93,1.54,98,4.23,99
109,Liberty,6-6,4-6,-.65,-.65,109,-.73,106,-.55,97,-.52,96,-.083,101,-.88,100,.46,80,1.66,93,3.58,116
110,Colorado State,3-9,3-8,-.65,-.35,87,-.97,115,-1.06,109,-1.19,115,-.148,112,-1.29,111,.57,68,2.05,77,4.98,80
111,New Mexico,3-9,2-9,-.65,-.97,123,-.66,103,-1.29,117,-1.15,112,-.198,122,-1.85,122,.51,73,2.11,75,4.90,81
112,East Carolina,3-9,3-8,-.67,-.82,117,-.45,96,-.89,106,-1.00,109,-.066,92,-1.02,106,.36,95,1.77,89,4.81,84
113,Oregon State,2-10,1-10,-.68,.17,55,-1.64,129,-1.94,128,-1.79,128,-.237,128,-2.45,128,.61,63,2.89,51,6.90,48
114,Ball State,4-8,3-8,-.69,-.51,99,-.89,112,-1.01,108,-.98,107,-.133,108,-1.37,113,.36,94,1.52,100,4.17,102
115,Western Kentucky,3-9,3-8,-.70,-.84,118,-.39,94,-.36,90,-.60,97,-.071,93,-.82,97,.15,126,.68,128,2.76,126
116,Central Michigan,1-11,0-11,-.76,-1.54,130,-.20,80,-1.26,115,-1.26,118,-.188,118,-1.68,120,.30,108,1.32,106,3.99,106
117,Coastal Carolina,5-7,4-7,-.78,-.37,88,-1.44,127,-1.21,113,-1.17,113,-.178,115,-1.90,123,.24,115,1.24,113,3.80,111
118,Old Dominion,4-8,3-8,-.79,-.48,93,-1.30,125,-.96,107,-.78,101,-.089,103,-.87,99,.11,129,.51,130,2.70,128
119,Louisville,2-10,1-10,-.81,-.58,105,-1.28,124,-2.47,129,-2.43,129,-.308,129,-2.52,129,1.92,14,4.05,27,7.25,43
120,Massachusetts,4-8,3-8,-.85,-.49,95,-1.25,123,-1.15,112,-1.24,117,-.141,111,-1.57,117,.81,55,1.91,81,4.31,98
121,Kent State,2-10,1-10,-.86,-.97,122,-.96,114,-1.46,122,-1.51,123,-.195,121,-1.64,118,.34,98,1.61,95,4.46,92
122,Texas State,3-9,2-9,-.87,-1.19,126,-.25,83,-.44,93,-.62,98,-.083,100,-.31,82,.16,124,.73,127,2.61,129
123,Bowling Green,3-9,2-9,-.89,-.69,113,-1.19,121,-1.37,119,-1.44,121,-.161,113,-1.34,112,.19,122,1.36,104,4.40,94
124,New Mexico State,3-9,2-9,-.96,-.96,121,-1.06,117,-1.36,118,-1.54,124,-.129,107,-1.05,107,.23,116,1.17,116,3.55,118
125,South Alabama,3-9,2-9,-.97,-.65,110,-1.30,126,-1.53,125,-1.62,125,-.206,126,-1.96,124,.21,119,1.22,114,4.03,103
126,Georgia State,2-10,1-10,-.99,-.41,90,-1.62,128,-1.57,126,-1.63,126,-.194,120,-2.29,126,.21,120,1.21,115,3.97,107
127,UTSA,3-9,3-9,-1.01,-1.46,129,-.69,105,-1.46,123,-1.45,122,-.216,127,-2.38,127,.13,128,1.01,122,3.99,105
128,UTEP,1-11,1-10,-1.04,-1.12,125,-.85,111,-1.06,110,-1.08,110,-.169,114,-.93,103,.11,130,.58,129,2.60,130
129,Rice,2-11,1-11,-1.07,-1.31,127,-1.11,120,-1.69,127,-1.63,127,-.204,124,-2.13,125,.40,88,1.31,107,3.86,110
130,Connecticut,1-11,0-11,-1.43,-.51,98,-2.64,130,-2.91,130,-2.86,130,-.372,130,-3.74,130,.44,82,2.05,78,5.05,77
