Rk,Team,Rec,FBS,FEI,OFEI,Rk,DFEI,Rk,NDE,Rk,NPD,Rk,NAY,Rk,NPP,Rk,ELS,Rk,GLS,Rk,ALS,Rk
72,Vanderbilt,5-7,4-7,-.14,-.24,80,-.29,82,-1.18,120,-1.19,120,-.153,118,-1.99,129,2.31,5,4.81,9,7.62,35
73,Ohio,10-4,9-4,-.15,.23,51,-.44,96,.46,37,.42,40,.041,49,.21,53,.44,79,1.19,104,3.56,111
74,California,4-8,3-8,-.15,-.29,82,-.06,65,-.53,91,-.60,95,-.073,93,-.23,75,.83,53,3.32,47,6.67,59
75,UAB,7-6,6-6,-.16,-.01,63,-.19,73,.33,45,.30,45,.089,29,1.02,17,.42,81,1.36,94,3.84,103
76,Nebraska,4-8,3-8,-.16,-.05,66,-.40,92,-.71,103,-.69,102,-.115,111,-.18,70,.99,47,3.23,51,6.78,56
77,San Jose State,7-5,6-5,-.18,.17,55,-.28,79,.76,27,.57,32,.093,28,1.02,18,.16,119,.66,127,2.57,129
78,Louisiana,6-7,5-7,-.19,-.57,94,-.18,71,-.23,76,-.01,65,-.009,64,-.19,72,.37,87,1.44,90,4.20,95
79,Army,6-6,4-6,-.19,-.09,70,-.41,93,-.15,71,-.13,71,-.039,78,-.65,99,.18,112,1.21,100,3.92,100
80,Toledo,9-5,8-5,-.21,-.18,75,-.06,64,.58,33,.49,37,.084,30,.77,27,.71,61,1.21,101,3.22,120
81,Liberty,8-5,7-5,-.22,-.45,89,.17,46,.36,43,.29,46,.050,44,.88,25,.23,100,1.07,111,3.57,110
82,Georgia State,4-8,4-8,-.26,-.31,84,-.21,77,-.07,66,-.11,70,-.025,72,-.15,68,.17,115,1.11,108,4.25,93
83,North Texas,7-7,6-7,-.26,.15,56,-.69,112,-.13,69,.02,63,-.042,79,.47,40,.16,116,1.37,93,4.73,80
84,Georgia Southern,6-7,5-7,-.29,.33,44,-1.09,126,-.43,88,-.39,86,-.062,87,-.36,80,.13,128,.90,120,4.25,94
85,San Diego State,7-6,6-6,-.30,-1.02,123,.19,44,-.37,84,-.28,82,-.028,73,-.22,74,.39,86,1.61,83,4.39,87
86,Buffalo,7-6,7-5,-.30,-.62,101,-.07,66,.10,55,.19,53,-.013,66,-1.15,114,.17,114,.63,128,2.92,126
87,Northwestern,1-11,1-10,-.30,-.60,97,.06,55,-1.26,122,-1.30,123,-.107,108,-1.18,116,1.38,27,4.17,24,7.80,32
88,Coastal Carolina,9-4,8-4,-.30,.33,42,-.71,115,-.08,67,-.24,77,-.035,77,-.21,73,.14,125,1.03,115,4.41,86
89,Tulsa,5-7,4-7,-.32,-.10,71,-.28,81,-.20,74,-.21,75,-.050,83,-.28,77,.32,90,1.85,78,5.14,73
90,Miami,5-7,4-7,-.32,-.48,91,-.06,63,-.55,92,-.63,98,-.045,80,-1.07,111,.54,74,2.26,67,5.59,72
91,Arizona State,3-9,2-9,-.32,.22,52,-.80,117,-.74,106,-.90,111,-.123,114,-.74,101,.84,52,3.23,50,6.58,60
92,Georgia Tech,5-7,4-7,-.33,-.69,109,.24,40,-.97,115,-1.07,118,-.161,120,-.89,105,1.45,25,3.69,41,7.06,50
93,Florida Atlantic,5-7,4-7,-.33,-.21,78,-.40,89,.04,60,-.03,67,-.025,71,-.65,98,.15,121,.93,118,3.36,118
94,Stanford,3-9,2-9,-.33,-.47,90,-.40,91,-1.58,127,-1.40,125,-.197,126,-1.63,125,1.06,41,4.10,28,7.93,27
95,Virginia,3-7,2-7,-.33,-.69,108,.24,41,-.56,93,-.61,97,-.062,88,-.24,76,.33,88,1.89,75,4.96,76
96,Kent State,5-7,4-7,-.36,-.06,67,-.66,110,-.43,87,-.57,91,-.054,85,-.50,88,1.10,37,2.07,71,4.28,91
97,Southern Mississippi,7-6,6-6,-.36,-.73,112,-.10,67,-.31,81,-.26,79,-.032,75,-.29,78,.22,104,1.05,114,3.81,105
98,Rutgers,4-8,3-8,-.39,-.90,122,.10,50,-1.33,123,-1.29,122,-.165,123,-1.50,122,1.72,16,4.07,31,7.04,51
99,Eastern Michigan,9-4,8-4,-.42,-.18,76,-.81,118,.01,63,.14,54,-.003,61,-.30,79,.12,131,.33,131,2.31,131
100,Wyoming,7-6,6-6,-.42,-.74,115,-.28,80,-.59,95,-.46,88,-.100,106,-.07,63,.26,98,1.50,88,4.54,84
101,Virginia Tech,3-8,2-8,-.44,-.66,106,-.19,72,-.60,96,-.65,101,-.092,103,-1.00,109,.16,118,1.20,102,4.29,90
102,Boston College,3-9,2-9,-.46,-.74,116,-.20,74,-1.18,119,-1.27,121,-.153,119,-1.15,115,.73,58,3.11,55,6.74,58
103,Middle Tennessee,8-5,7-5,-.49,-.67,107,-.44,95,-.28,79,-.26,80,-.045,81,-.62,95,.14,123,.85,122,3.30,119
104,Miami (OH),6-7,5-7,-.50,-.79,118,-.38,88,-.43,89,-.32,84,-.087,101,-.55,92,.16,117,.79,123,3.36,117
105,Temple,3-9,2-9,-.51,-.62,100,-.29,83,-.63,99,-.71,103,-.082,98,-.52,89,.18,108,1.52,86,4.89,77
106,UNLV,5-7,4-7,-.52,-.58,95,-.46,98,-.36,82,-.49,89,-.098,105,-.45,87,.23,101,1.19,105,3.71,109
107,Old Dominion,3-9,3-9,-.54,-.82,120,-.36,87,-.81,108,-.82,109,-.131,115,-.54,90,.13,129,.95,117,4.33,88
108,Utah State,6-7,6-6,-.55,-.64,103,-.63,109,-.71,102,-.65,100,-.065,91,-.91,106,.71,62,1.80,79,4.29,89
109,Ball State,5-7,4-7,-.56,-.88,121,-.43,94,-.61,97,-.60,94,-.066,92,-.03,61,.65,68,1.15,107,2.99,124
110,Central Michigan,4-8,3-8,-.58,-.73,113,-.52,103,-.66,100,-.57,92,-.063,89,-.43,85,.42,82,1.24,98,3.39,116
111,Connecticut,6-7,5-7,-.61,-.66,104,-.52,102,-.63,98,-.61,96,-.115,110,-.83,103,.67,63,1.86,77,4.57,82
112,Bowling Green,6-7,6-6,-.64,-.78,117,-.55,106,-.84,110,-.84,110,-.120,112,-.87,104,.32,91,1.24,97,3.82,104
113,UTEP,5-7,5-7,-.64,-.71,111,-.68,111,-.36,83,-.27,81,.010,57,-.42,84,.18,109,.89,121,2.92,127
114,Arkansas State,3-9,2-9,-.65,-.55,93,-1.10,127,-1.25,121,-1.02,116,-.164,122,-1.59,124,.71,60,1.79,80,4.28,92
115,South Florida,1-11,0-11,-.66,-.02,64,-1.55,130,-1.87,130,-1.81,129,-.239,130,-1.95,127,.39,85,2.46,65,6.52,61
116,Texas State,4-8,3-8,-.66,-1.04,125,-.17,70,-.58,94,-.65,99,-.107,109,-.93,107,.15,120,1.06,113,3.74,106
117,UL Monroe,4-8,3-8,-.66,-.31,83,-.82,119,-.93,114,-1.11,119,-.150,117,-.80,102,.99,48,2.23,68,4.77,79
118,Western Michigan,5-7,4-7,-.66,-1.18,127,-.21,76,-.72,104,-.78,107,-.103,107,-1.28,118,.13,126,.70,126,3.13,121
119,Northern Illinois,3-9,2-9,-.68,-.53,92,-1.09,125,-.82,109,-.77,106,-.090,102,-.69,100,.14,124,.59,129,2.85,128
120,Akron,2-10,1-10,-.74,-.74,114,-.70,114,-.90,113,-.94,113,-.076,94,-.97,108,.65,67,1.30,95,3.44,114
121,Rice,5-8,4-8,-.74,-.63,102,-.69,113,-.75,107,-.79,108,-.081,97,-1.09,112,.29,93,1.44,91,4.44,85
122,Colorado State,3-9,3-8,-.76,-1.29,128,-.35,86,-1.04,117,-1.05,117,-.083,99,-.55,91,.66,65,1.71,81,3.90,101
123,Louisiana Tech,3-9,2-9,-.77,-.66,105,-1.03,124,-1.04,118,-.92,112,-.121,113,-1.23,117,.27,96,1.29,96,3.73,107
124,Nevada,2-10,2-9,-.79,-1.02,124,-.47,99,-.86,111,-.96,114,-.140,116,-1.29,119,.21,106,1.21,99,3.73,108
125,New Mexico State,7-6,5-6,-.84,-.60,98,-1.00,122,-.44,90,-.50,90,-.080,96,-.39,82,.29,94,1.20,103,2.94,125
126,Colorado,1-11,1-11,-.94,-1.18,126,-.83,120,-2.69,131,-2.71,131,-.369,131,-3.10,131,1.32,30,4.74,13,8.77,11
127,Hawaii,3-10,2-10,-.96,-.71,110,-1.28,129,-1.44,126,-1.36,124,-.175,124,-1.77,126,.65,66,1.59,84,3.95,99
128,New Mexico,2-10,1-10,-.99,-1.45,130,-.53,105,-1.38,124,-1.43,126,-.224,128,-1.98,128,.43,80,1.52,87,3.88,102
129,Charlotte,3-9,3-8,-1.01,-.39,87,-1.75,131,-1.43,125,-1.44,127,-.200,127,-1.51,123,.21,107,1.06,112,3.47,113
130,Massachusetts,1-11,0-11,-1.20,-1.53,131,-.98,121,-1.87,129,-1.98,130,-.224,129,-2.93,130,.22,103,.96,116,3.40,115
131,Florida International,3-8,3-8,-1.22,-1.30,129,-1.24,128,-1.66,128,-1.70,128,-.194,125,-1.36,120,.13,130,.57,130,2.39,130
