Rk,Team,Rec,FBS,FEI,OFEI,Rk,DFEI,Rk,NDE,Rk,NPD,Rk,NAY,Rk,NPP,Rk,ELS,Rk,GLS,Rk,ALS,Rk
86,Houston,5-7,5-7,-.35,-.55,93,-.11,66,-.06,65,-.08,66,-.024,74,.42,42,.19,111,1.04,112,3.85,108
87,East Carolina,8-5,7-5,-.36,-.22,70,-.53,92,-.11,67,-.03,63,.007,62,-.10,66,.41,79,1.42,100,3.91,106
88,Navy,8-5,7-5,-.37,-.14,64,-.71,102,-.51,86,-.50,83,-.093,94,-.74,92,.55,67,1.92,73,4.70,79
89,Kentucky,2-10,1-10,-.39,-.35,80,-.61,95,-1.68,119,-1.65,117,-.190,116,-1.35,108,1.15,36,3.97,32,7.84,30
90,Kansas,1-11,0-11,-.40,-.41,86,-.32,79,-1.56,115,-1.71,120,-.210,118,-1.79,117,1.38,20,4.71,9,8.56,10
91,Washington State,3-9,2-9,-.41,-.65,100,-.26,75,-1.19,110,-1.17,109,-.128,104,-.79,93,1.20,31,3.65,38,6.85,42
92,UTEP,3-9,3-9,-.43,-.59,96,-.49,88,-.84,98,-.76,94,-.099,97,-.81,95,.63,58,2.42,59,5.38,68
93,Temple,4-7,3-7,-.43,-.31,74,-.65,98,-.99,103,-.77,96,-.144,108,-1.52,113,.28,98,1.82,77,5.13,71
94,Boston College,2-10,1-10,-.43,-.71,106,-.28,78,-1.12,108,-.97,102,-.146,109,-.29,76,.79,49,2.96,46,6.29,51
95,Wyoming,4-8,4-7,-.47,.04,57,-.95,114,-.46,82,-.47,82,-.108,99,-.56,83,.34,85,1.64,86,4.31,92
96,Marshall,5-7,4-7,-.47,.46,29,-1.15,120,-.12,68,-.20,71,.012,59,-.02,63,.18,113,1.00,114,3.69,114
97,Wake Forest,5-7,4-7,-.49,-.69,104,-.16,68,-.87,100,-1.02,104,-.172,113,-1.30,107,.80,48,2.73,52,5.78,60
98,Western Michigan,4-8,3-8,-.50,-.34,76,-.56,93,-.17,71,-.36,80,-.035,78,.14,57,.14,122,.72,124,3.03,122
99,Air Force,6-7,5-7,-.51,-.35,81,-.69,101,-.29,77,-.35,79,-.029,77,-.20,72,.30,92,1.28,105,3.74,113
100,Memphis,4-8,4-7,-.51,-.81,110,-.16,69,-.32,78,-.45,81,-.084,91,-.79,94,.14,123,.81,122,3.28,121
101,Florida International,3-9,3-9,-.53,-.71,109,-.27,76,-.48,83,-.61,90,-.060,83,-.36,78,.17,117,1.14,108,4.29,93
102,North Texas,4-8,3-8,-.54,-.55,92,-.52,91,-.85,99,-.86,100,-.086,92,-1.05,102,.73,53,2.06,68,4.74,76
103,Texas State,4-8,3-8,-.55,-.43,88,-.91,113,-.70,94,-.59,88,-.108,100,-1.11,104,.26,102,1.38,102,3.98,104
104,Buffalo,4-8,3-8,-.55,-.98,114,-.06,62,-.68,92,-.79,98,-.083,89,-.35,77,.52,70,1.70,82,4.38,89
105,Central Michigan,7-6,6-6,-.58,-.18,67,-.84,109,-.28,76,-.34,76,-.061,84,.10,58,.19,110,.98,117,3.52,119
106,Florida Atlantic,3-9,2-9,-.62,-.71,108,-.71,103,-1.22,111,-1.18,110,-.129,105,-1.63,115,1.24,30,2.17,65,4.35,90
107,Illinois,2-10,1-10,-.63,-1.13,119,-.10,64,-1.60,116,-1.71,119,-.180,115,-1.80,118,.69,56,3.09,44,6.85,43
108,New Mexico,4-9,3-9,-.64,-.35,82,-1.06,119,-.75,95,-.74,93,-.082,88,-1.19,105,.38,82,1.65,85,4.21,97
109,UTSA,8-4,4-4,-.69,-.47,90,-1.04,118,-.69,93,-.76,95,-.135,106,-.71,91,.19,108,.98,118,2.65,124
110,Army,2-10,2-9,-.69,.00,59,-1.41,123,-.91,102,-1.04,105,-.017,72,-1.47,112,.16,119,.99,115,3.81,110
111,UNLV,2-11,2-10,-.70,-.86,112,-.66,99,-1.03,105,-1.05,107,-.170,112,-1.05,101,.28,99,1.44,98,4.39,88
112,UAB,3-9,2-9,-.71,-.62,98,-.88,111,-1.13,109,-1.21,111,-.110,101,-.88,98,.50,74,1.78,79,4.31,91
113,Colorado State,4-8,4-7,-.71,-1.15,120,-.75,104,-1.33,113,-1.33,114,-.191,117,-.70,90,.32,89,1.63,87,4.25,95
114,Miami (OH),4-8,3-8,-.77,-.31,73,-1.04,117,-.88,101,-.93,101,-.103,98,-.66,87,.31,91,1.45,95,4.09,101
115,Eastern Michigan,2-10,2-9,-.79,-.59,97,-.81,106,-1.05,106,-1.04,106,-.161,111,-1.36,109,.18,114,1.05,110,4.00,103
116,South Alabama,2-11,1-11,-.81,-1.12,118,-.52,89,-.99,104,-1.08,108,-.112,102,-1.40,111,.15,121,.92,120,3.75,112
117,Tulane,2-10,2-10,-.82,-.99,115,-.90,112,-1.50,114,-1.23,112,-.231,120,-1.86,120,.22,106,1.32,104,4.67,80
118,Akron,1-11,0-11,-.89,-.82,111,-.97,116,-1.24,112,-1.32,113,-.147,110,-1.28,106,.19,109,1.16,107,3.92,105
119,Hawaii,3-9,2-9,-.90,-1.46,123,-.61,96,-1.67,118,-1.61,116,-.128,103,-1.81,119,.39,81,1.90,74,4.71,78
120,Colorado,1-11,1-10,-.90,-.71,107,-1.25,121,-2.27,124,-2.27,123,-.298,124,-3.00,124,1.15,35,3.72,37,7.27,36
121,Southern Mississippi,0-12,0-12,-.90,-1.11,117,-.81,105,-1.66,117,-1.71,118,-.174,114,-1.37,110,.29,96,1.56,89,4.92,73
122,Idaho,1-11,1-10,-1.03,-1.42,122,-.96,115,-2.21,121,-2.04,121,-.283,123,-2.25,122,.54,68,2.29,63,5.29,70
123,Massachusetts,1-11,1-11,-1.34,-1.47,124,-1.28,122,-2.26,123,-2.23,122,-.263,122,-2.69,123,.36,84,1.45,96,4.12,100
124,New Mexico State,1-11,0-11,-1.34,-1.35,121,-1.49,124,-2.24,122,-2.29,124,-.234,121,-2.11,121,.30,93,1.44,97,4.06,102
