Rk,Team,Rec,FBS,FEI,OFEI,Rk,DFEI,Rk,NDE,Rk,NPD,Rk,NAY,Rk,NPP,Rk,ELS,Rk,GLS,Rk,ALS,Rk
22,Texas A&M,8-5,7-5,.53,.57,31,.58,22,.28,45,.34,44,.042,49,.18,52,3.11,2,5.62,5,8.00,16
23,Air Force,11-2,10-2,.51,.85,17,.15,51,1.26,13,1.32,11,.140,16,.56,37,.27,105,1.47,101,4.80,84
24,Navy,11-2,10-2,.51,.98,10,.20,48,1.11,17,1.03,19,.124,19,1.33,16,.74,75,2.89,64,6.35,62
25,UCF,10-3,9-3,.51,.97,11,.44,30,1.64,5,1.58,5,.189,9,2.40,5,.23,113,1.53,98,5.03,80
26,Kansas State,8-5,7-5,.43,.28,49,.53,24,.39,40,.44,39,.014,62,-.47,83,1.04,50,3.98,27,7.86,18
27,Oklahoma State,8-5,7-5,.41,.59,30,.21,46,.28,46,.30,46,.059,37,.60,35,1.03,51,4.05,25,8.25,14
28,Appalachian State,13-1,12-1,.40,.34,45,.51,26,1.31,11,1.19,15,.140,15,1.05,20,.28,104,1.38,104,4.44,92
29,Cincinnati,11-3,11-3,.39,.14,56,.65,18,.71,29,.82,26,.046,46,.16,54,1.38,32,3.14,56,6.62,56
30,USC,8-5,8-5,.38,.91,14,.08,55,.57,35,.52,36,.064,35,1.14,18,1.43,31,4.28,21,8.22,15
31,Louisiana,11-3,10-3,.38,.79,20,-.04,60,1.16,14,1.29,12,.137,17,1.07,19,.27,107,1.23,107,4.29,97
32,Florida Atlantic,11-3,10-3,.36,.36,42,.55,23,1.07,18,1.04,18,.120,20,.60,34,1.10,45,2.07,81,4.80,85
33,TCU,5-7,4-7,.36,.03,64,.66,17,.13,56,.12,55,.049,42,-.20,73,.95,59,3.71,40,7.54,30
34,North Carolina,7-6,6-6,.32,.64,27,.01,59,.40,39,.41,40,.050,40,.35,44,.91,60,2.72,66,6.56,57
35,Boise State,12-2,11-2,.32,.36,41,.26,40,.97,21,.96,21,.133,18,.85,26,.38,99,1.69,94,5.05,79
36,Ole Miss,4-8,3-8,.29,.35,43,.25,42,-.18,73,-.18,71,-.025,71,-.21,74,2.23,9,4.46,15,7.02,47
37,Virginia,9-5,8-5,.28,.56,32,-.15,67,.09,58,.20,51,.044,47,-.44,82,1.44,30,3.74,38,7.39,36
38,Michigan State,7-6,7-6,.28,.00,68,.61,20,.17,55,.07,57,.101,26,.50,38,2.11,12,4.45,16,7.84,19
39,Virginia Tech,8-5,6-5,.26,.15,54,.21,47,.23,49,.35,43,.030,55,.19,50,.48,89,2.24,76,5.79,72
40,Kentucky,8-5,7-5,.26,.21,52,.27,39,.38,41,.44,38,.058,38,.14,58,.86,68,2.93,62,6.46,59
41,Indiana,8-5,7-5,.25,.75,22,-.28,73,.37,43,.37,42,.049,41,.16,57,1.62,24,3.43,46,6.29,65
42,SMU,10-3,10-3,.24,.74,23,-.13,65,.75,27,.68,30,.087,30,.46,39,.48,88,2.27,74,5.91,69
43,Washington State,6-7,5-7,.24,.94,12,-.66,105,.07,59,.34,45,.023,58,.05,61,1.06,47,3.54,44,7.25,38
44,Arizona State,8-5,7-5,.23,-.09,77,.36,33,-.08,67,.02,60,.000,64,.00,64,.90,64,3.18,54,7.18,41
45,Missouri,6-6,5-6,.21,-.02,71,.43,31,.25,48,.17,53,.050,39,-.22,75,.85,70,2.79,65,6.09,67
46,Mississippi State,6-7,5-7,.20,.48,34,-.05,61,-.46,89,-.49,93,-.081,96,-.59,87,2.25,8,4.93,10,8.50,9
47,Tennessee,8-5,7-5,.19,-.07,76,.51,25,.03,60,.06,58,.047,45,.61,33,1.59,25,3.82,34,7.17,42
48,Tulane,7-6,6-6,.16,.43,38,-.07,62,.18,53,.18,52,.039,51,.17,53,.84,71,2.90,63,6.32,63
49,South Carolina,4-8,3-8,.15,-.29,90,.63,19,-.77,103,-.62,99,-.090,102,-1.06,109,2.42,7,5.35,7,8.49,10
50,California,8-5,7-5,.13,.04,63,.25,43,-.02,63,-.19,73,-.087,100,-.24,76,1.06,48,3.74,37,7.74,22
51,Nebraska,5-7,5-7,.08,-.02,70,.17,50,.02,61,-.20,75,.030,54,.29,46,1.83,17,3.77,35,6.68,55
52,Miami,6-7,5-7,.06,-.25,88,.50,27,.18,52,.11,56,.041,50,.64,31,.51,85,2.27,75,6.15,66
53,Louisville,8-5,7-5,.05,.70,24,-.47,87,-.21,76,-.27,78,-.052,83,-.18,72,1.14,42,3.20,52,7.03,46
54,Florida State,6-7,5-7,.05,.02,65,.28,38,-.06,66,-.07,64,-.070,91,.01,63,1.18,39,3.15,55,6.78,53
55,Oregon State,5-7,4-7,.04,.63,28,-.75,109,-.56,92,-.49,94,-.134,112,-.78,100,1.04,49,3.49,45,7.17,43
56,Western Kentucky,9-4,9-3,.04,-.13,78,.37,32,.75,26,.80,27,.109,25,.90,25,.17,121,.77,123,3.57,116
57,Wyoming,8-5,7-5,.04,-.18,84,.18,49,.57,33,.61,34,.025,56,.39,42,.27,106,1.34,105,4.05,102
58,Texas Tech,4-8,3-8,.04,.34,44,-.23,72,-.20,75,-.12,68,.007,63,-.66,90,.98,56,3.57,43,6.90,51
59,Wake Forest,8-5,7-5,.03,.15,55,.14,52,.25,47,.20,50,.042,48,-.05,67,.88,65,2.41,70,5.88,70
60,Illinois,6-7,6-7,.03,-.29,91,.04,56,-.23,77,-.09,65,-.089,101,-.96,105,1.28,35,3.66,41,6.80,52
61,Tulsa,4-8,4-8,.01,-.05,75,.22,44,-.26,79,-.33,82,-.018,69,-.39,80,.64,79,3.22,51,7.43,34
62,Pittsburgh,8-5,7-5,.00,-.49,104,.60,21,-.02,62,-.10,66,.032,52,.38,43,.64,78,2.60,68,6.49,58
63,San Diego State,10-3,9-3,-.03,-.68,110,.49,28,.60,31,.65,31,.085,31,.06,60,.12,127,.55,127,3.03,126
64,Duke,5-7,4-7,-.03,-.48,103,.33,37,-.59,97,-.46,91,-.071,92,-.83,102,1.19,38,3.07,59,6.42,60
65,Purdue,4-8,4-8,-.03,.13,58,-.34,77,-.46,90,-.47,92,-.076,93,-.53,86,1.36,33,3.85,29,7.16,44
66,Houston,4-8,3-8,-.06,.08,61,-.37,80,-.70,101,-.62,100,-.066,88,-.79,101,.82,72,3.41,47,6.96,50
67,Buffalo,8-5,7-5,-.06,-.15,81,.34,35,1.06,19,.75,29,.112,24,.39,41,.45,93,1.04,114,3.08,124
68,UCLA,4-8,4-8,-.07,.11,60,-.33,76,-.57,93,-.52,95,-.043,81,-1.21,114,.86,69,3.36,50,7.59,27
69,Stanford,4-8,4-8,-.10,.01,67,-.37,79,-.86,108,-.82,106,-.099,103,-.76,99,1.08,46,3.77,36,7.79,20
70,Hawaii,10-5,9-5,-.10,.63,29,-.82,111,.11,57,.02,59,.014,61,.14,59,.46,91,2.12,79,5.81,71
71,Colorado,5-7,5-7,-.11,.33,46,-.53,92,-.59,95,-.63,101,-.056,84,-1.04,108,1.13,43,3.82,33,7.73,24
72,Boston College,6-7,5-7,-.13,.46,36,-.60,101,-.27,80,-.41,85,-.087,99,-.70,94,1.15,41,2.98,61,6.29,64
73,West Virginia,5-7,4-7,-.14,-.36,96,-.15,68,-1.01,111,-.96,110,-.121,107,-.74,96,1.00,55,3.85,31,7.57,28
74,BYU,7-6,6-6,-.15,.01,66,-.13,66,.22,50,.16,54,.066,33,.59,36,.69,77,2.48,69,5.64,74
75,Northwestern,3-9,3-9,-.16,-.91,120,.47,29,-.65,99,-.63,102,-.066,87,-.65,89,1.85,16,4.14,22,7.28,37
76,Ohio,7-6,6-6,-.17,.43,37,-.79,110,.44,38,.57,35,.099,27,.78,29,.17,120,.84,121,3.41,119
77,Georgia Southern,7-6,6-6,-.17,-.48,102,-.10,64,-.37,84,-.27,79,-.046,82,-.69,92,1.18,40,2.41,71,4.69,86
78,Western Michigan,7-6,6-6,-.18,.28,48,-.42,84,.58,32,.39,41,.024,57,.16,55,.15,122,.70,125,3.31,120
79,Temple,8-5,7-5,-.18,-.52,106,.25,41,-.17,71,-.19,74,-.026,72,.03,62,.49,86,2.32,73,5.72,73
80,Louisiana Tech,10-3,9-3,-.19,-.22,85,.02,57,1.13,16,.99,20,.114,22,.99,23,.26,108,.87,118,2.65,128
81,Marshall,8-5,7-5,-.21,-.33,92,-.20,70,-.37,85,-.24,76,-.029,73,-.07,69,.36,102,1.80,88,5.09,78
82,Ball State,5-7,4-7,-.23,-.03,72,-.30,75,.20,51,-.01,61,.017,60,-.30,78,.18,118,.86,119,3.44,118
83,Syracuse,5-7,4-7,-.24,-.36,95,-.21,71,-.69,100,-.58,98,-.104,104,-1.52,119,.78,74,1.83,87,4.87,83
84,Arizona,4-8,3-8,-.28,-.02,69,-.42,83,-.82,105,-1.01,111,-.134,111,-.67,91,1.00,54,3.37,49,7.06,45
85,Army,5-8,3-8,-.28,-.22,87,-.39,81,-.14,70,-.14,70,-.038,78,-.62,88,.60,82,2.13,78,4.69,87
86,Southern Mississippi,7-6,6-6,-.30,-.38,97,-.18,69,-.11,68,-.14,69,.030,53,-.08,70,.90,62,2.02,85,4.49,91
87,Fresno State,4-8,3-8,-.30,-.18,83,-.44,85,-.14,69,-.12,67,-.069,90,.26,47,.44,94,1.69,92,4.18,98
88,Arkansas State,8-5,7-5,-.32,-.15,80,-.45,86,-.04,64,-.02,62,-.012,68,-.05,68,.56,83,1.56,97,3.88,108
89,Kansas,3-9,2-9,-.35,-.22,86,-.64,103,-1.37,116,-1.37,116,-.167,116,-.50,85,.98,57,3.73,39,7.43,33
90,Utah State,7-6,6-6,-.35,-.46,101,-.35,78,-.55,91,-.55,97,-.059,86,-.14,71,1.02,52,2.32,72,5.28,77
91,Central Michigan,8-6,7-6,-.36,-.04,73,-.48,88,.33,44,.26,47,.062,36,.66,30,.61,81,1.46,102,3.83,111
92,Miami (OH),8-6,7-6,-.36,-.76,115,-.08,63,-.58,94,-.42,87,-.038,79,-.25,77,1.26,36,2.67,67,5.56,75
93,Kent State,7-6,6-6,-.36,.13,57,-1.26,123,-.59,96,-.38,84,-.082,97,-.74,97,.98,58,2.23,77,4.58,89
94,Middle Tennessee,4-8,3-8,-.38,-.05,74,-.71,107,-.43,87,-.54,96,-.127,109,-.47,84,.62,80,2.03,84,4.57,90
95,Eastern Michigan,6-7,5-7,-.38,.05,62,-.72,108,-.05,65,-.02,63,.000,67,.23,49,.14,124,.85,120,3.66,113
96,Arkansas,2-10,1-10,-.40,-.40,98,-.65,104,-1.78,122,-1.81,122,-.176,117,-1.59,120,2.13,11,4.41,17,7.46,32
97,UL Monroe,5-7,4-7,-.40,.47,35,-.93,115,-.30,82,-.44,89,-.022,70,-.38,79,.48,87,2.04,82,4.91,82
98,Maryland,3-9,2-9,-.40,-.59,109,-.48,90,-1.50,118,-1.43,119,-.225,122,-1.51,118,1.80,19,4.03,26,7.01,48
99,South Florida,4-8,3-8,-.41,-.73,113,.10,53,-.83,106,-.86,108,-.145,113,-.95,104,1.01,53,3.12,57,6.06,68
100,Georgia Tech,3-9,3-8,-.44,-.35,94,-.54,93,-1.37,117,-1.39,117,-.237,123,-1.29,115,1.24,37,3.11,58,6.36,61
101,Liberty,8-5,6-5,-.44,-.15,82,-.55,95,.38,42,.21,49,.000,65,.78,28,.19,117,.98,116,3.10,123
102,Florida International,6-7,5-7,-.45,-.34,93,-.56,96,-.18,72,-.18,72,-.041,80,.16,56,.18,119,1.06,113,3.88,107
103,UAB,9-5,8-5,-.46,-.56,108,-.28,74,.17,54,.22,48,.048,43,.81,27,.25,109,1.25,106,3.69,112
104,Colorado State,4-8,3-8,-.46,-.45,99,-.58,98,-.45,88,-.42,86,.000,66,.24,48,.25,111,1.23,109,3.90,105
105,San Jose State,5-7,4-7,-.46,.13,59,-1.01,116,-.24,78,-.26,77,-.034,76,.33,45,.25,110,1.23,108,3.93,104
106,Charlotte,7-6,6-6,-.47,.27,50,-1.13,119,-.29,81,-.31,81,-.034,75,.19,51,.90,63,2.04,83,4.44,93
107,Georgia State,7-6,6-6,-.48,.25,51,-1.07,118,-.33,83,-.43,88,-.036,77,-.72,95,.19,116,1.00,115,3.87,109
108,Troy,5-7,4-7,-.49,.29,47,-1.21,122,-.19,74,-.34,83,-.033,74,-.04,66,.24,112,1.15,112,3.57,115
109,Vanderbilt,3-9,2-9,-.52,-.52,105,-.68,106,-1.81,125,-1.82,123,-.270,128,-2.34,127,1.63,23,3.88,28,6.96,49
110,NC State,4-8,3-8,-.53,-.70,111,-.48,89,-1.17,113,-1.09,112,-.112,105,-.70,93,.82,73,1.99,86,5.02,81
111,Coastal Carolina,5-7,4-7,-.54,-.26,89,-.92,114,-.38,86,-.30,80,-.059,85,-.75,98,.22,114,.93,117,3.26,121
112,Northern Illinois,5-7,4-7,-.59,-.71,112,-.55,94,-.71,102,-.72,103,-.085,98,-1.04,107,.43,97,1.20,110,3.51,117
113,North Texas,4-8,3-8,-.61,-.56,107,-.85,112,-.63,98,-.46,90,-.067,89,-.42,81,.13,125,.73,124,3.06,125
114,Rice,3-9,3-9,-.68,-.91,121,-.60,100,-.89,109,-.79,104,-.078,94,-1.17,112,.43,96,1.52,99,4.10,100
115,Nevada,7-6,6-6,-.70,-.86,118,-.58,99,-.80,104,-.82,105,-.081,95,-1.11,111,.47,90,1.43,103,4.04,103
116,Toledo,6-6,5-6,-.71,-.46,100,-1.01,117,-.84,107,-.85,107,-.112,106,-.83,103,.13,126,.66,126,3.20,122
117,East Carolina,4-8,2-8,-.71,-.15,79,-1.30,124,-1.20,114,-1.33,115,-.123,108,-1.37,117,.37,100,1.78,91,4.42,95
118,UNLV,4-8,3-8,-.72,-.75,114,-.63,102,-.89,110,-.88,109,-.148,114,-1.18,113,.15,123,.84,122,3.65,114
119,South Alabama,2-10,1-10,-.73,-.96,122,-.41,82,-1.14,112,-1.18,113,-.180,118,-.97,106,.37,101,1.60,95,4.43,94
120,Rutgers,2-10,2-10,-.81,-1.10,124,-.87,113,-2.25,128,-2.09,127,-.262,127,-2.40,128,1.98,13,4.48,14,7.49,31
121,Texas State,3-9,2-9,-.81,-1.17,126,-.58,97,-1.59,121,-1.48,120,-.192,119,-1.08,110,.35,103,1.69,93,4.66,88
122,Old Dominion,1-11,0-11,-.86,-1.35,127,-.51,91,-1.35,115,-1.29,114,-.165,115,-2.01,123,.21,115,1.17,111,3.90,106
123,New Mexico,2-10,1-10,-.91,-.79,116,-1.20,120,-1.51,119,-1.42,118,-.132,110,-1.32,116,.52,84,1.80,89,4.37,96
124,UTSA,4-8,3-8,-1.01,-.84,117,-1.32,125,-1.57,120,-1.61,121,-.214,120,-1.97,121,.44,95,1.59,96,3.86,110
125,New Mexico State,2-10,1-10,-1.13,-.89,119,-1.38,126,-1.81,124,-1.88,124,-.239,124,-2.16,124,.87,66,1.80,90,4.16,99
126,Connecticut,2-10,1-10,-1.16,-1.01,123,-1.50,128,-2.08,126,-2.08,126,-.216,121,-2.24,125,.39,98,2.09,80,5.41,76
127,Bowling Green,3-9,2-9,-1.36,-1.37,128,-1.49,127,-2.26,129,-2.26,129,-.245,126,-3.25,129,.45,92,1.50,100,4.07,101
128,UTEP,1-11,0-11,-1.43,-1.16,125,-1.75,129,-1.79,123,-2.01,125,-.240,125,-2.27,126,.11,129,.33,129,1.99,130
129,Akron,0-12,0-12,-1.60,-2.10,130,-1.21,121,-2.14,127,-2.20,128,-.287,129,-1.98,122,.12,128,.46,128,2.75,127
130,Massachusetts,1-11,1-10,-1.89,-1.49,129,-2.74,130,-3.09,130,-3.01,130,-.411,130,-4.46,130,.11,130,.31,130,2.14,129
